strategy,hero_filter,odds_condition,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake,max_fib_step
Fibonacci $1 (5+5-),5+5-,any,5,1250,957,293,76.56,1467.39,467.39,1349.0,0.3465,7.3,5.0,4
Fibonacci $1 (5+5-),5+5-,any,10,1250,957,293,76.56,1467.39,467.39,1349.0,0.3465,7.3,5.0,4
Fibonacci $1 (5+5-),5+5-,any,15,1250,957,293,76.56,1467.39,467.39,1349.0,0.3465,7.3,5.0,4
Fibonacci $1 (5+5-),5+5-,any,20,1250,957,293,76.56,1467.39,467.39,1349.0,0.3465,7.3,5.0,4
Fibonacci $1 (5+5-),5+5-,any,25,1250,957,293,76.56,1467.39,467.39,1349.0,0.3465,7.3,5.0,4
Fibonacci $1 (5+5-),5+5-,any,30,1250,957,293,76.56,1467.39,467.39,1349.0,0.3465,7.3,5.0,4
Fibonacci $1 (5+5-),5+5-,any,35,1250,957,293,76.56,1467.39,467.39,1349.0,0.3465,7.3,5.0,4
Fibonacci $1 (5+5-),5+5-,any,40,1250,957,293,76.56,1467.39,467.39,1349.0,0.3465,7.3,5.0,4
Fibonacci $1 (5+5-),5+5-,any,45,1250,957,293,76.56,1467.39,467.39,1349.0,0.3465,7.3,5.0,4
Fibonacci $1 (5+5-),5+5-,any,50,1250,957,293,76.56,1467.39,467.39,1349.0,0.3465,7.3,5.0,4
Fibonacci $1 (5+5-),5+5-,any,75,1243,953,290,76.67,1467.06,467.06,1341.0,0.3483,7.3,5.0,4
Fibonacci $1 (5+5-),5+5-,any,100,1215,935,280,76.95,1452.28,452.28,1304.0,0.3468,12.3,5.0,4
Fibonacci $1 (5+5-),5+5-,any,125,1120,872,248,77.86,1432.62,432.62,1190.0,0.3635,7.2,3.0,3
Fibonacci $1 (5+5-),5+5-,any,150,977,771,206,78.92,1399.01,399.01,1022.0,0.3904,7.1,3.0,3
Fibonacci $1 (5+5-),5+5-,any,200,556,458,98,82.37,1254.0,254.0,573.0,0.4433,4.0,3.0,3
Fibonacci $1 (5+5-),5+5-,any,250,219,185,34,84.47,1101.69,101.69,223.0,0.456,4.0,2.0,2
Fibonacci $1 (5+5-),5+5-,any,300,67,59,8,88.06,1035.74,35.74,68.0,0.5256,2.02,2.0,2
Fibonacci $1 (5+5-),5+5-,any,350,12,10,2,83.33,1008.58,8.58,13.0,0.66,2.0,2.0,2
Fibonacci $1 (5+5-),5+5-,any,400,3,1,2,33.33,998.24,-1.76,3.0,-0.5867,2.0,1.0,1
