strategy,hero_filter,odds_condition,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake,max_fib_step
Flat $50 (5+5-),5+5-,any,5,1250,957,293,76.56,22560.5,21560.5,62500.0,0.345,272.0,50.0,0
Flat $50 (5+5-),5+5-,any,10,1250,957,293,76.56,22560.5,21560.5,62500.0,0.345,272.0,50.0,0
Flat $50 (5+5-),5+5-,any,15,1250,957,293,76.56,22560.5,21560.5,62500.0,0.345,272.0,50.0,0
Flat $50 (5+5-),5+5-,any,20,1250,957,293,76.56,22560.5,21560.5,62500.0,0.345,272.0,50.0,0
Flat $50 (5+5-),5+5-,any,25,1250,957,293,76.56,22560.5,21560.5,62500.0,0.345,272.0,50.0,0
Flat $50 (5+5-),5+5-,any,30,1250,957,293,76.56,22560.5,21560.5,62500.0,0.345,272.0,50.0,0
Flat $50 (5+5-),5+5-,any,35,1250,957,293,76.56,22560.5,21560.5,62500.0,0.345,272.0,50.0,0
Flat $50 (5+5-),5+5-,any,40,1250,957,293,76.56,22560.5,21560.5,62500.0,0.345,272.0,50.0,0
Flat $50 (5+5-),5+5-,any,45,1250,957,293,76.56,22560.5,21560.5,62500.0,0.345,272.0,50.0,0
Flat $50 (5+5-),5+5-,any,50,1250,957,293,76.56,22560.5,21560.5,62500.0,0.345,272.0,50.0,0
Flat $50 (5+5-),5+5-,any,75,1243,953,290,76.67,22555.0,21555.0,62150.0,0.3468,272.0,50.0,0
Flat $50 (5+5-),5+5-,any,100,1215,935,280,76.95,22289.5,21289.5,60750.0,0.3504,305.0,50.0,0
Flat $50 (5+5-),5+5-,any,125,1120,872,248,77.86,21287.0,20287.0,56000.0,0.3623,255.0,50.0,0
Flat $50 (5+5-),5+5-,any,150,977,771,206,78.92,19725.0,18725.0,48850.0,0.3833,211.5,50.0,0
Flat $50 (5+5-),5+5-,any,200,556,458,98,82.37,13244.0,12244.0,27800.0,0.4404,157.0,50.0,0
Flat $50 (5+5-),5+5-,any,250,219,185,34,84.47,6062.0,5062.0,10950.0,0.4623,150.0,50.0,0
Flat $50 (5+5-),5+5-,any,300,67,59,8,88.06,2763.0,1763.0,3350.0,0.5263,125.0,50.0,0
Flat $50 (5+5-),5+5-,any,350,12,10,2,83.33,1396.5,396.5,600.0,0.6608,100.0,50.0,0
Flat $50 (5+5-),5+5-,any,400,3,1,2,33.33,912.0,-88.0,150.0,-0.5867,100.0,50.0,0
