strategy,hero_filter,odds_condition,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake,max_fib_step
Flat $50 (5+5-),5+5-,underdog,5,450,286,164,63.56,13407.0,12407.0,22500.0,0.5514,364.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,10,450,286,164,63.56,13407.0,12407.0,22500.0,0.5514,364.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,15,450,286,164,63.56,13407.0,12407.0,22500.0,0.5514,364.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,20,450,286,164,63.56,13407.0,12407.0,22500.0,0.5514,364.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,25,450,286,164,63.56,13407.0,12407.0,22500.0,0.5514,364.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,30,450,286,164,63.56,13407.0,12407.0,22500.0,0.5514,364.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,35,450,286,164,63.56,13407.0,12407.0,22500.0,0.5514,364.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,40,450,286,164,63.56,13407.0,12407.0,22500.0,0.5514,364.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,45,450,286,164,63.56,13407.0,12407.0,22500.0,0.5514,364.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,50,450,286,164,63.56,13407.0,12407.0,22500.0,0.5514,364.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,75,446,284,162,63.68,13402.5,12402.5,22300.0,0.5562,364.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,100,432,278,154,64.35,13426.5,12426.5,21600.0,0.5753,350.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,125,386,253,133,65.54,12725.5,11725.5,19300.0,0.6075,313.5,50.0,0
Flat $50 (5+5-),5+5-,underdog,150,340,226,114,66.47,11817.5,10817.5,17000.0,0.6363,263.5,50.0,0
Flat $50 (5+5-),5+5-,underdog,200,181,128,53,70.72,7843.0,6843.0,9050.0,0.7561,200.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,250,71,49,22,69.01,3649.5,2649.5,3550.0,0.7463,100.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,300,22,15,7,68.18,1760.0,760.0,1100.0,0.6909,200.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,350,7,5,2,71.43,1312.0,312.0,350.0,0.8914,100.0,50.0,0
Flat $50 (5+5-),5+5-,underdog,400,2,0,2,0.0,900.0,-100.0,100.0,-1.0,100.0,50.0,0
