strategy,hero_filter,odds_condition,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake,max_fib_step
Flat $100 (5+5-),5+5-,any,5,1250,957,293,76.56,44121.0,43121.0,125000.0,0.345,544.0,100.0,0
Flat $100 (5+5-),5+5-,any,10,1250,957,293,76.56,44121.0,43121.0,125000.0,0.345,544.0,100.0,0
Flat $100 (5+5-),5+5-,any,15,1250,957,293,76.56,44121.0,43121.0,125000.0,0.345,544.0,100.0,0
Flat $100 (5+5-),5+5-,any,20,1250,957,293,76.56,44121.0,43121.0,125000.0,0.345,544.0,100.0,0
Flat $100 (5+5-),5+5-,any,25,1250,957,293,76.56,44121.0,43121.0,125000.0,0.345,544.0,100.0,0
Flat $100 (5+5-),5+5-,any,30,1250,957,293,76.56,44121.0,43121.0,125000.0,0.345,544.0,100.0,0
Flat $100 (5+5-),5+5-,any,35,1250,957,293,76.56,44121.0,43121.0,125000.0,0.345,544.0,100.0,0
Flat $100 (5+5-),5+5-,any,40,1250,957,293,76.56,44121.0,43121.0,125000.0,0.345,544.0,100.0,0
Flat $100 (5+5-),5+5-,any,45,1250,957,293,76.56,44121.0,43121.0,125000.0,0.345,544.0,100.0,0
Flat $100 (5+5-),5+5-,any,50,1250,957,293,76.56,44121.0,43121.0,125000.0,0.345,544.0,100.0,0
Flat $100 (5+5-),5+5-,any,75,1243,953,290,76.67,44110.0,43110.0,124300.0,0.3468,544.0,100.0,0
Flat $100 (5+5-),5+5-,any,100,1215,935,280,76.95,43579.0,42579.0,121500.0,0.3504,610.0,100.0,0
Flat $100 (5+5-),5+5-,any,125,1120,872,248,77.86,41574.0,40574.0,112000.0,0.3623,510.0,100.0,0
Flat $100 (5+5-),5+5-,any,150,977,771,206,78.92,38450.0,37450.0,97700.0,0.3833,423.0,100.0,0
Flat $100 (5+5-),5+5-,any,200,556,458,98,82.37,25488.0,24488.0,55600.0,0.4404,314.0,100.0,0
Flat $100 (5+5-),5+5-,any,250,219,185,34,84.47,11124.0,10124.0,21900.0,0.4623,300.0,100.0,0
Flat $100 (5+5-),5+5-,any,300,67,59,8,88.06,4526.0,3526.0,6700.0,0.5263,250.0,100.0,0
Flat $100 (5+5-),5+5-,any,350,12,10,2,83.33,1793.0,793.0,1200.0,0.6608,200.0,100.0,0
Flat $100 (5+5-),5+5-,any,400,3,1,2,33.33,824.0,-176.0,300.0,-0.5867,200.0,100.0,0
