strategy,hero_filter,odds_condition,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake,max_fib_step
Flat $50 (4+4-),4+4-,favorite,5,4485,3568,917,79.55,37319.0,36319.0,224250.0,0.162,1364.5,50.0,0
Flat $50 (4+4-),4+4-,favorite,10,4483,3568,915,79.59,37419.0,36419.0,224150.0,0.1625,1364.5,50.0,0
Flat $50 (4+4-),4+4-,favorite,15,4474,3562,912,79.62,37393.0,36393.0,223700.0,0.1627,1364.5,50.0,0
Flat $50 (4+4-),4+4-,favorite,20,4468,3558,910,79.63,37403.5,36403.5,223400.0,0.163,1364.5,50.0,0
Flat $50 (4+4-),4+4-,favorite,25,4460,3552,908,79.64,37341.5,36341.5,223000.0,0.163,1364.5,50.0,0
Flat $50 (4+4-),4+4-,favorite,30,4449,3546,903,79.7,37508.0,36508.0,222450.0,0.1641,1364.5,50.0,0
Flat $50 (4+4-),4+4-,favorite,35,4421,3529,892,79.82,37657.5,36657.5,221050.0,0.1658,1339.5,50.0,0
Flat $50 (4+4-),4+4-,favorite,40,4391,3505,886,79.82,37425.0,36425.0,219550.0,0.1659,1364.5,50.0,0
Flat $50 (4+4-),4+4-,favorite,45,4352,3480,872,79.96,37514.5,36514.5,217600.0,0.1678,1314.5,50.0,0
Flat $50 (4+4-),4+4-,favorite,50,4304,3446,858,80.07,37431.0,36431.0,215200.0,0.1693,1356.0,50.0,0
Flat $50 (4+4-),4+4-,favorite,75,3935,3175,760,80.69,36191.5,35191.5,196750.0,0.1789,1214.5,50.0,0
Flat $50 (4+4-),4+4-,favorite,100,3331,2732,599,82.02,33775.0,32775.0,166550.0,0.1968,833.0,50.0,0
Flat $50 (4+4-),4+4-,favorite,125,2590,2147,443,82.9,28045.0,27045.0,129500.0,0.2088,601.0,50.0,0
Flat $50 (4+4-),4+4-,favorite,150,1825,1536,289,84.16,21179.0,20179.0,91250.0,0.2211,879.5,50.0,0
Flat $50 (4+4-),4+4-,favorite,200,760,665,95,87.5,11087.0,10087.0,38000.0,0.2654,258.0,50.0,0
Flat $50 (4+4-),4+4-,favorite,250,250,228,22,91.2,4806.0,3806.0,12500.0,0.3045,110.0,50.0,0
Flat $50 (4+4-),4+4-,favorite,300,61,60,1,98.36,2322.0,1322.0,3050.0,0.4334,50.0,50.0,0
Flat $50 (4+4-),4+4-,favorite,350,9,9,0,100.0,1167.0,167.0,450.0,0.3711,0.0,50.0,0
Flat $50 (4+4-),4+4-,favorite,400,2,2,0,100.0,1023.0,23.0,100.0,0.23,0.0,50.0,0
