strategy,hero_filter,odds_condition,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake,max_fib_step
Fibonacci $1 (4+4-),4+4-,underdog,5,3278,1820,1458,55.52,3995.73,2995.73,7400.0,0.4048,376.0,233.0,12
Fibonacci $1 (4+4-),4+4-,underdog,10,3276,1819,1457,55.53,3995.67,2995.67,7398.0,0.4049,376.0,233.0,12
Fibonacci $1 (4+4-),4+4-,underdog,15,3265,1814,1451,55.56,3969.16,2969.16,7318.0,0.4057,376.0,233.0,12
Fibonacci $1 (4+4-),4+4-,underdog,20,3259,1811,1448,55.57,3979.15,2979.15,7341.0,0.4058,376.0,233.0,12
Fibonacci $1 (4+4-),4+4-,underdog,25,3255,1811,1444,55.64,3906.53,2906.53,7143.0,0.4069,376.0,233.0,12
Fibonacci $1 (4+4-),4+4-,underdog,30,3235,1804,1431,55.77,3856.64,2856.64,6995.0,0.4084,376.0,233.0,12
Fibonacci $1 (4+4-),4+4-,underdog,35,3223,1800,1423,55.85,3792.56,2792.56,6893.0,0.4051,376.0,233.0,12
Fibonacci $1 (4+4-),4+4-,underdog,40,3200,1785,1415,55.78,3749.71,2749.71,6814.0,0.4035,376.0,233.0,12
Fibonacci $1 (4+4-),4+4-,underdog,45,3175,1780,1395,56.06,3675.03,2675.03,6676.0,0.4007,376.0,233.0,12
Fibonacci $1 (4+4-),4+4-,underdog,50,3139,1762,1377,56.13,3672.52,2672.52,6700.0,0.3989,376.0,233.0,12
Fibonacci $1 (4+4-),4+4-,underdog,75,2818,1607,1211,57.03,3266.75,2266.75,5367.0,0.4223,88.0,55.0,9
Fibonacci $1 (4+4-),4+4-,underdog,100,2324,1369,955,58.91,2837.17,1837.17,4031.0,0.4558,143.0,89.0,10
Fibonacci $1 (4+4-),4+4-,underdog,125,1717,1031,686,60.05,2315.23,1315.23,2754.0,0.4776,47.0,34.0,8
Fibonacci $1 (4+4-),4+4-,underdog,150,1187,733,454,61.75,1904.77,904.77,1768.0,0.5117,33.3,21.0,7
Fibonacci $1 (4+4-),4+4-,underdog,200,444,294,150,66.22,1338.96,338.96,533.0,0.6359,12.0,8.0,5
Fibonacci $1 (4+4-),4+4-,underdog,250,132,90,42,68.18,1100.54,100.54,146.0,0.6886,4.0,3.0,3
Fibonacci $1 (4+4-),4+4-,underdog,300,36,25,11,69.44,1037.57,37.57,48.0,0.7827,7.0,5.0,4
Fibonacci $1 (4+4-),4+4-,underdog,350,11,8,3,72.73,1010.84,10.84,12.0,0.9033,2.0,2.0,2
Fibonacci $1 (4+4-),4+4-,underdog,400,2,0,2,0.0,998.0,-2.0,2.0,-1.0,2.0,1.0,1
