strategy,hero_filter,odds_condition,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake,max_fib_step
Fibonacci $1 (5+5-),5+5-,favorite,5,760,641,119,84.34,1170.49,170.49,775.0,0.22,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,10,760,641,119,84.34,1170.49,170.49,775.0,0.22,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,15,760,641,119,84.34,1170.49,170.49,775.0,0.22,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,20,760,641,119,84.34,1170.49,170.49,775.0,0.22,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,25,760,641,119,84.34,1170.49,170.49,775.0,0.22,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,30,760,641,119,84.34,1170.49,170.49,775.0,0.22,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,35,760,641,119,84.34,1170.49,170.49,775.0,0.22,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,40,760,641,119,84.34,1170.49,170.49,775.0,0.22,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,45,760,641,119,84.34,1170.49,170.49,775.0,0.22,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,50,760,641,119,84.34,1170.49,170.49,775.0,0.22,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,75,757,639,118,84.41,1170.47,170.47,772.0,0.2208,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,100,745,629,116,84.43,1165.8,165.8,759.0,0.2184,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,125,700,595,105,85.0,1162.89,162.89,713.0,0.2285,4.14,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,150,610,527,83,86.39,1152.68,152.68,617.0,0.2475,4.0,3.0,3
Fibonacci $1 (5+5-),5+5-,favorite,200,357,318,39,89.08,1104.11,104.11,359.0,0.29,2.36,2.0,2
Fibonacci $1 (5+5-),5+5-,favorite,250,143,134,9,93.71,1049.48,49.48,143.0,0.346,1.22,1.0,1
Fibonacci $1 (5+5-),5+5-,favorite,300,43,42,1,97.67,1018.29,18.29,43.0,0.4253,1.0,1.0,1
Fibonacci $1 (5+5-),5+5-,favorite,350,5,5,0,100.0,1001.69,1.69,5.0,0.338,0.0,1.0,0
Fibonacci $1 (5+5-),5+5-,favorite,400,1,1,0,100.0,1000.24,0.24,1.0,0.24,0.0,1.0,0
