strategy,hero_filter,odds_condition,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake,max_fib_step
Fibonacci $5 (5+5-),5+5-,underdog,5,450,286,164,63.56,2799.95,1799.95,3195.0,0.5634,165.0,105.0,7
Fibonacci $5 (5+5-),5+5-,underdog,10,450,286,164,63.56,2799.95,1799.95,3195.0,0.5634,165.0,105.0,7
Fibonacci $5 (5+5-),5+5-,underdog,15,450,286,164,63.56,2799.95,1799.95,3195.0,0.5634,165.0,105.0,7
Fibonacci $5 (5+5-),5+5-,underdog,20,450,286,164,63.56,2799.95,1799.95,3195.0,0.5634,165.0,105.0,7
Fibonacci $5 (5+5-),5+5-,underdog,25,450,286,164,63.56,2799.95,1799.95,3195.0,0.5634,165.0,105.0,7
Fibonacci $5 (5+5-),5+5-,underdog,30,450,286,164,63.56,2799.95,1799.95,3195.0,0.5634,165.0,105.0,7
Fibonacci $5 (5+5-),5+5-,underdog,35,450,286,164,63.56,2799.95,1799.95,3195.0,0.5634,165.0,105.0,7
Fibonacci $5 (5+5-),5+5-,underdog,40,450,286,164,63.56,2799.95,1799.95,3195.0,0.5634,165.0,105.0,7
Fibonacci $5 (5+5-),5+5-,underdog,45,450,286,164,63.56,2799.95,1799.95,3195.0,0.5634,165.0,105.0,7
Fibonacci $5 (5+5-),5+5-,underdog,50,450,286,164,63.56,2799.95,1799.95,3195.0,0.5634,165.0,105.0,7
Fibonacci $5 (5+5-),5+5-,underdog,75,446,284,162,63.68,2799.5,1799.5,3175.0,0.5668,165.0,105.0,7
Fibonacci $5 (5+5-),5+5-,underdog,100,432,278,154,64.35,2734.15,1734.15,2970.0,0.5839,165.0,105.0,7
Fibonacci $5 (5+5-),5+5-,underdog,125,386,253,133,65.54,2564.6,1564.6,2475.0,0.6322,80.0,65.0,6
Fibonacci $5 (5+5-),5+5-,underdog,150,340,226,114,66.47,2341.65,1341.65,2115.0,0.6343,60.0,40.0,5
Fibonacci $5 (5+5-),5+5-,underdog,200,181,128,53,70.72,1778.7,778.7,995.0,0.7826,35.0,25.0,4
Fibonacci $5 (5+5-),5+5-,underdog,250,71,49,22,69.01,1305.15,305.15,380.0,0.803,10.0,10.0,2
Fibonacci $5 (5+5-),5+5-,underdog,300,22,15,7,68.18,1112.0,112.0,160.0,0.7,35.0,25.0,4
Fibonacci $5 (5+5-),5+5-,underdog,350,7,5,2,71.43,1042.8,42.8,40.0,1.07,10.0,10.0,2
Fibonacci $5 (5+5-),5+5-,underdog,400,2,0,2,0.0,990.0,-10.0,10.0,-1.0,10.0,5.0,1
