date,match_id,championship,team1,team2,delta,favored,odds,stake,outcome,payout,bank_before,bank_after
2022-01-18,40642,DPC NA 2021/22 Tour 1: Division II,Team Magnus,The Cut,-169.0348,The Cut,1.3,6,win,7,40,41
2022-01-18,40645,DPC NA 2021/22 Tour 1: Division II,Team Magnus,The Cut,82.3006,Team Magnus,3.32,3,loss,0,41,38
2022-01-19,40644,Bitsler Cup S1,INF.UESPORTS,SG e-sports,60.6332,INF.UESPORTS,1.17,2,loss,0,38,36
2022-01-19,40646,Bitsler Cup S1,INF.UESPORTS,SG e-sports,132.7002,INF.UESPORTS,1.35,4,win,5,36,37
2022-01-19,40649,Intel World Open Beijing,LGD Gaming,Invictus Gaming,-40.7610,Invictus Gaming,3.7,1,loss,0,37,36
2022-01-19,40650,DPC SEA 2021/22 Tour 1: Division II,Polaris Esports,Ragdoll,176.5662,Polaris Esports,1.65,6,win,9,36,39
2022-01-19,40655,DPC SEA 2021/22 Tour 1: Division II,Polaris Esports,Ragdoll,98.3294,Polaris Esports,1.55,3,win,4,39,40
2022-01-19,40656,Asian Elite League 2022 S1,Dota Geniuses,Team Quantic,31.7060,Dota Geniuses,1.6,1,loss,0,40,39
2022-01-19,40660,Intel World Open Beijing,ShenZhen,Vici Gaming,146.2760,ShenZhen,2.81,5,loss,0,39,34
2022-01-19,40658,QH Sports Dota Series 3,Violet,Red Flower,-97.1078,Red Flower,1.75,3,win,5,34,36
2022-01-19,40662,QH Sports Dota Series 3,Violet,Red Flower,-128.9846,Red Flower,1.3,4,win,5,36,37
2022-01-19,40665,DPC SEA 2021/22 Tour 1: Division I,BOOM Esports,Execration,44.4288,BOOM Esports,1.12,1,win,1,37,37
2022-01-19,40670,DPC SEA 2021/22 Tour 1: Division I,BOOM Esports,Execration,-106.5136,Execration,6.21,3,loss,0,37,34
2022-01-19,40673,Asian Elite League 2022 S1,Shinigami,Dota Geniuses,87.6772,Shinigami,1.87,2,win,3,34,35
2022-01-19,40679,QH Sports Dota Series 3,TEAM M11,Summit Gaming,-253.1722,Summit Gaming,1.6,8,win,12,35,39
2022-01-19,40672,Asia New Star Cup S2,Lilgun,Tiger God,-105.9988,Tiger God,2.09,4,loss,0,39,35
2022-01-19,40674,Intel World Open Beijing,Team Aster,Aster.Aries,34.5776,Team Aster,1.05,1,win,1,35,35
2022-01-19,40678,Intel World Open Beijing,Team Aster,Aster.Aries,42.4444,Team Aster,1.16,1,loss,0,35,34
2022-01-19,40686,Intel World Open Beijing,Team Aster,Aster.Aries,-46.8592,Aster.Aries,3.32,1,loss,0,34,33
2022-01-19,40697,DPC SEA 2021/22 Tour 1: Division I,Fnatic,T1,-41.2236,T1,1.45,1,loss,0,33,32
2022-01-19,40693,Intel World Open Beijing,Xtreme Gaming,LBZS,-45.8638,LBZS,3.32,1,loss,0,32,31
2022-01-19,40696,Intel World Open Beijing,Xtreme Gaming,LBZS,-143.1312,LBZS,3.7,4,loss,0,31,27
2022-01-19,40708,DPC WEU 2021/22 Tour 1: Division II,Brame,Into the Breach,-102.1450,Into the Breach,3.89,2,loss,0,27,25
2022-01-19,40711,DPC WEU 2021/22 Tour 1: Division II,Brame,Into the Breach,41.1936,Brame,3.04,1,win,3,25,27
2022-01-19,40713,DPC NA 2021/22 Tour 1: Division I,Arkosh Gaming,Undying,75.2950,Arkosh Gaming,6.94,2,loss,0,27,25
2022-01-19,40716,DPC NA 2021/22 Tour 1: Division I,Arkosh Gaming,Undying,-111.1404,Undying,1.1,2,win,2,25,25
2022-01-19,40714,Bitsler Cup S1,Noping VPN,Balrogs e-Sport,-46.5526,Balrogs e-Sport,2.59,1,loss,0,25,24
2022-01-19,40717,Bitsler Cup S1,Noping VPN,Balrogs e-Sport,55.4438,Noping VPN,1.37,1,loss,0,24,23
2022-01-19,40687,Asia New Star Cup S2,Army Geniuses,Lilgun,60.6220,Army Geniuses,2.16,1,loss,0,23,22
2022-01-20,40727,Intel World Open Beijing,LBZS,ShenZhen,-224.0382,ShenZhen,2.35,4,loss,0,22,18
2022-01-20,40726,Asian Elite League 2022 S1,Shinigami,Team Quantic,110.5296,Shinigami,1.98,1,win,1,18,18
2022-01-20,40730,Asian Elite League 2022 S1,Shinigami,Team Quantic,88.0424,Shinigami,1.49,1,win,1,18,18
2022-01-20,40729,DPC SEA 2021/22 Tour 1: Division II,Nigma Galaxy SEA,Lilgun,-79.8772,Lilgun,2.81,1,win,2,18,19
2022-01-20,40733,DPC SEA 2021/22 Tour 1: Division II,Nigma Galaxy SEA,Lilgun,-134.3856,Lilgun,2.85,2,loss,0,19,17
2022-01-20,40736,DPC SEA 2021/22 Tour 1: Division II,Nigma Galaxy SEA,Lilgun,-63.2658,Lilgun,3.32,1,win,3,17,19
2022-01-20,40735,Intel World Open Beijing,Invictus Gaming,Aster.Aries,-94.1074,Aster.Aries,2.24,1,loss,0,19,18
2022-01-20,40740,Intel World Open Beijing,Invictus Gaming,Aster.Aries,165.2638,Invictus Gaming,1.56,2,win,3,18,19
2022-01-20,40738,Asian Elite League 2022 S1,Ascension Esports,It's a Prank,-96.3604,It's a Prank,1.24,1,win,1,19,19
2022-01-20,40743,Asian Elite League 2022 S1,Ascension Esports,It's a Prank,136.4224,Ascension Esports,4.11,2,loss,0,19,17
2022-01-20,40739,Asia New Star Cup S2,Rush B,Lilgun,112.9366,Rush B,2.12,1,loss,0,17,16
2022-01-20,40745,Intel World Open Beijing,Xtreme Gaming,Vici Gaming,92.6312,Xtreme Gaming,1.71,1,win,1,16,16
2022-01-20,40752,Intel World Open Beijing,Xtreme Gaming,Vici Gaming,-146.2764,Vici Gaming,2.48,2,loss,0,16,14
2022-01-20,40760,DPC EEU 2021/22 Tour 1: Division II,Hydra,CIS Rejects,151.5372,Hydra,2.63,2,loss,0,14,12
2022-01-20,40754,DPC SEA 2021/22 Tour 1: Division I,Motivate.Trust Gaming,Neon Esports,-132.3832,Neon Esports,3.09,1,loss,0,12,11
2022-01-20,40761,DPC SEA 2021/22 Tour 1: Division I,Motivate.Trust Gaming,Neon Esports,-150.1336,Neon Esports,2.77,1,win,2,11,12
2022-01-20,40772,DPC EEU 2021/22 Tour 1: Division I,Team Empire,HellRaisers,107.2264,Team Empire,4.11,1,loss,0,12,11
2022-01-20,40776,DPC EEU 2021/22 Tour 1: Division I,Team Empire,HellRaisers,146.5282,Team Empire,3.89,1,win,3,11,13
2022-01-20,40781,DPC EEU 2021/22 Tour 1: Division I,Team Empire,HellRaisers,106.3616,Team Empire,3.04,1,win,3,13,15
2022-01-20,40783,DPC EEU 2021/22 Tour 1: Division I,Virtus.pro,Team Spirit,134.8872,Virtus.pro,2.99,2,loss,0,15,13
2022-01-20,40785,DPC SA 2021/22 Tour 1: Division II by 4D Esports,Omega Gaming,Team Unknown,-208.1652,Team Unknown,6.55,2,loss,0,13,11
2022-01-20,40793,DPC SA 2021/22 Tour 1: Division I,INF.UESPORTS,APU King of Kings,-130.2288,APU King of Kings,2.57,1,win,2,11,12
2022-01-20,40797,DPC SA 2021/22 Tour 1: Division I,INF.UESPORTS,APU King of Kings,134.4052,INF.UESPORTS,1.6,1,win,1,12,12
2022-01-20,40789,DPC NA 2021/22 Tour 1: Division I,Evil Geniuses,Undying,-114.5870,Undying,2.48,1,win,2,12,13
2022-01-20,40794,DPC NA 2021/22 Tour 1: Division I,4 Zoomers,Wildcard,-141.2672,Wildcard,2.63,1,loss,0,13,12
2022-01-21,40804,Intel World Open Beijing,Team Aster,LBZS,226.3488,Team Aster,1.17,2,loss,0,12,10
2022-01-21,40815,Asia New Star Cup S2,496 Gaming,Rush B,156.3048,496 Gaming,1.87,1,loss,0,10,9
2022-01-21,40821,Asia New Star Cup S2,496 Gaming,Rush B,246.8224,496 Gaming,1.87,2,loss,0,9,7
2022-01-21,40825,Intel World Open Beijing,Vici Gaming,Invictus Gaming,-143.7418,Invictus Gaming,1.71,1,win,1,7,7
2022-01-21,40845,QH Sports Dota Series 3,Army Geniuses,Execration,193.1108,Army Geniuses,1.87,1,win,1,7,7
2022-01-21,40822,DPC SEA 2021/22 Tour 1: Division I,Motivate.Trust Gaming,Neon Esports,-187.8706,Neon Esports,2.48,1,win,2,7,8
2022-01-21,40868,DPC WEU 2021/22 Tour 1: Division I,OG,Team Secret,152.2058,OG,2.7,1,win,2,8,9
2022-01-21,40876,DPC SA 2021/22 Tour 1: Division I,Thunder Predator,Beastcoast,121.8578,Thunder Predator,1.5,1,win,1,9,9
2022-01-22,40896,DPC SEA 2021/22 Tour 1: Division II,Nigma Galaxy SEA,Ragdoll,-142.3200,Ragdoll,1.87,1,loss,0,9,8
2022-01-22,40887,Intel World Open Beijing,LGD Gaming,Team Aster,-155.5098,Team Aster,3.26,1,win,3,8,10
2022-01-22,40893,Intel World Open Beijing,LGD Gaming,Team Aster,103.6152,LGD Gaming,1.48,1,loss,0,10,9
2022-01-22,40890,QH Sports Dota Series 3,Execration,Violet,223.4340,Execration,1.69,2,loss,0,9,7
2022-01-22,40895,QH Sports Dota Series 3,Execration,Violet,176.3400,Execration,1.87,1,loss,0,7,6
2022-01-22,40908,QH Sports Dota Series 3,Red Flower,Ragdoll,-188.6216,Ragdoll,1.5,1,loss,0,6,5
2022-01-23,41043,DPC EEU 2021/22 Tour 1: Division II,Winstrike Team,CIS Rejects,-238.6552,CIS Rejects,1.62,1,win,1,5,5
2022-01-23,41062,DPC EEU 2021/22 Tour 1: Division II,Winstrike Team,Hydra,-231.3846,Hydra,2.4,1,loss,0,5,4
2022-01-26,41258,Apu League S3,Fusion Gaming,Infinity E-sports.,-288.9896,Infinity E-sports.,1.18,1,loss,0,4,3
2022-02-22,43052,D2CL 2022 S8,AS Monaco Gambit,B8,-478.2318,B8,3.32,1,loss,0,3,2
