date,match_id,championship,team1,team2,delta,favored,odds,stake,outcome,payout,bank_before,bank_after
2022-01-11,40205,DPC WEU 2021/22 Tour 1: Division II,Chicken Fighters,Entity,-45.5166,Entity,1.57,19,win,29,424,434
2022-01-11,40208,DPC WEU 2021/22 Tour 1: Division I,Team Liquid,Nigma Galaxy,100.9708,Team Liquid,1.58,43,win,67,434,458
2022-01-11,40212,DPC WEU 2021/22 Tour 1: Division I,Team Liquid,Nigma Galaxy,82.2520,Team Liquid,1.64,37,loss,0,458,421
2022-01-11,40217,DPC WEU 2021/22 Tour 1: Division I,Team Liquid,Nigma Galaxy,44.1082,Team Liquid,1.7,18,loss,0,421,403
2022-01-11,40211,D2CL 2021 S6,CIS Rejects,Entity,66.4700,CIS Rejects,1.66,26,loss,0,403,377
2022-01-11,40215,D2CL 2021 S6,CIS Rejects,Entity,102.7390,CIS Rejects,1.66,38,win,63,377,402
2022-01-11,40220,D2CL 2021 S6,CIS Rejects,Entity,-24.0218,Entity,2.25,9,win,20,402,413
2022-01-11,40221,DPC WEU 2021/22 Tour 1: Division I,Team Secret,COOLGUYS,43.3468,Team Secret,1.16,17,win,19,413,415
2022-01-11,40223,DPC WEU 2021/22 Tour 1: Division I,Team Secret,COOLGUYS,-182.6572,COOLGUYS,5.4,75,loss,0,415,340
2022-01-11,40222,D2CL 2021 S6,Team Tickles,Natus Vincere,104.0622,Team Tickles,1.78,35,win,62,340,367
2022-01-11,40224,D2CL 2021 S6,Team Tickles,Natus Vincere,226.4120,Team Tickles,1.8,83,win,149,367,433
2022-01-11,40225,DPC NA 2021/22 Tour 1: Division I,Quincy Crew,Black N Yellow,7.7500,Quincy Crew,1.16,3,loss,0,433,430
2022-01-11,40226,DPC NA 2021/22 Tour 1: Division I,Quincy Crew,Black N Yellow,-8.9976,Black N Yellow,4.11,3,loss,0,430,427
2022-01-11,40227,DPC NA 2021/22 Tour 1: Division I,Quincy Crew,Black N Yellow,230.2918,Quincy Crew,1.19,98,win,116,427,445
2022-01-11,40228,Bitsler Cup S1,Noping VPN,Lava BestPc,29.3776,Noping VPN,2.12,13,win,27,445,459
2022-01-11,40230,Bitsler Cup S1,Noping VPN,Lava BestPc,40.2736,Noping VPN,2.35,18,loss,0,459,441
2022-01-11,40229,DPC NA 2021/22 Tour 1: Division II,Electronic Boys,KBU.US,66.2586,Electronic Boys,2.51,29,loss,0,441,412
2022-01-11,40231,DPC NA 2021/22 Tour 1: Division II,Electronic Boys,KBU.US,-146.9574,KBU.US,1.65,60,loss,0,412,352
2022-01-11,40233,DPC NA 2021/22 Tour 1: Division II,Electronic Boys,KBU.US,-40.0972,KBU.US,1.77,14,win,24,352,362
2022-01-12,40232,Bitsler Cup S1,Balrogs e-Sport,SALCHIPAPA,-143.7862,SALCHIPAPA,3.66,52,loss,0,362,310
2022-01-12,40234,Bitsler Cup S1,Balrogs e-Sport,SALCHIPAPA,-58.9804,SALCHIPAPA,3.7,18,loss,0,310,292
2022-01-12,40236,QH Sports Dota Series 3,InterActive Philippines,Summit Gaming,57.9676,InterActive Philippines,1.67,16,loss,0,292,276
2022-01-12,40239,DPC SEA 2021/22 Tour 1: Division II,496 Gaming,Talon Esports,-7.2028,Talon Esports,1.33,1,win,1,276,276
2022-01-12,40242,DPC SEA 2021/22 Tour 1: Division II,496 Gaming,Talon Esports,-4.1936,Talon Esports,1.37,1,win,1,276,276
2022-01-12,40241,QH Sports Dota Series 3,Red Flower,Ragdoll,-84.8308,Ragdoll,1.59,23,loss,0,276,253
2022-01-12,40245,QH Sports Dota Series 3,Red Flower,Ragdoll,-155.3552,Ragdoll,1.55,39,win,60,253,274
2022-01-12,40249,QH Sports Dota Series 3,TEAM M11,Ragdoll,13.8054,TEAM M11,1.96,3,loss,0,274,271
2022-01-12,40252,QH Sports Dota Series 3,TEAM M11,Ragdoll,47.7934,TEAM M11,2.35,12,loss,0,271,259
2022-01-12,40248,DPC SEA 2021/22 Tour 1: Division I,TNC Predator,Neon Esports,-35.6728,Neon Esports,1.38,9,loss,0,259,250
2022-01-12,40251,DPC SEA 2021/22 Tour 1: Division I,TNC Predator,Neon Esports,-65.5628,Neon Esports,1.42,16,loss,0,250,234
2022-01-12,40257,DPC SEA 2021/22 Tour 1: Division I,T1,Execration,59.5842,T1,1.18,13,win,15,234,236
2022-01-12,40264,DPC SEA 2021/22 Tour 1: Division I,T1,Execration,194.1070,T1,1.15,45,win,51,236,242
2022-01-12,40263,D2CL 2021 S6,Natus Vincere,Entity,-198.3890,Entity,2.06,48,loss,0,242,194
2022-01-12,40267,D2CL 2021 S6,Natus Vincere,Entity,88.1096,Natus Vincere,1.75,17,win,29,194,206
2022-01-12,40270,DPC WEU 2021/22 Tour 1: Division I,Alliance,OG,-54.2510,OG,1.38,11,win,15,206,210
2022-01-12,40273,DPC WEU 2021/22 Tour 1: Division I,Alliance,OG,-167.5064,OG,1.37,35,win,47,210,222
2022-01-12,40276,D2CL 2021 S6,Team Tickles,Natus Vincere,87.5672,Team Tickles,1.79,19,win,34,222,237
2022-01-12,40279,D2CL 2021 S6,Team Tickles,Natus Vincere,161.5236,Team Tickles,1.7,38,loss,0,237,199
2022-01-12,40281,D2CL 2021 S6,Team Tickles,Natus Vincere,47.6142,Team Tickles,1.85,9,win,16,199,206
2022-01-12,40283,D2CL 2021 S6,Team Tickles,Natus Vincere,180.8610,Team Tickles,1.74,37,loss,0,206,169
2022-01-12,40284,D2CL 2021 S6,Team Tickles,Natus Vincere,-57.8650,Natus Vincere,1.92,9,loss,0,169,160
2022-01-12,40285,DPC NA 2021/22 Tour 1: Division I,Evil Geniuses,Undying,-61.8246,Undying,1.9,9,loss,0,160,151
2022-01-12,40286,DPC NA 2021/22 Tour 1: Division I,Evil Geniuses,Undying,19.0488,Evil Geniuses,1.57,2,win,3,151,152
2022-01-12,40288,Bitsler Cup S1,Noping VPN,Infamous Gaming,-82.6560,Infamous Gaming,1.65,12,win,19,152,159
2022-01-12,40290,Bitsler Cup S1,Infamous Gaming,SALCHIPAPA,28.3206,Infamous Gaming,1.16,4,win,4,159,159
2022-01-12,40292,Bitsler Cup S1,Infamous Gaming,SALCHIPAPA,138.0166,Infamous Gaming,1.08,21,win,22,159,160
2022-01-12,40291,DPC NA 2021/22 Tour 1: Division I,Simply TOOBASED,Wildcard,-14.7986,Wildcard,1.29,2,win,2,160,160
2022-01-13,40294,Bitsler Cup S1,Hokori,Balrogs e-Sport,142.0342,Hokori,1.55,22,win,34,160,172
2022-01-13,40295,Bitsler Cup S1,Hokori,Balrogs e-Sport,96.4176,Hokori,1.53,16,win,24,172,180
2022-01-13,40296,QH Sports Dota Series 3,Execration,Red Flower,212.1264,Execration,1.31,38,loss,0,180,142
2022-01-13,40303,QH Sports Dota Series 3,Execration,Red Flower,10.9898,Execration,2.25,1,win,2,142,143
2022-01-13,40305,DPC SEA 2021/22 Tour 1: Division II,Army Geniuses,InterActive Philippines,-100.8076,InterActive Philippines,2.63,14,loss,0,143,129
2022-01-13,40309,DPC SEA 2021/22 Tour 1: Division II,Army Geniuses,InterActive Philippines,-45.6418,InterActive Philippines,2.85,5,loss,0,129,124
2022-01-13,40308,QH Sports Dota Series 3,TEAM M11,Execration,127.9578,TEAM M11,2.23,15,loss,0,124,109
2022-01-13,40319,QH Sports Dota Series 3,TEAM M11,Army Geniuses,11.1858,TEAM M11,2.45,1,loss,0,109,108
2022-01-13,40311,DPC SEA 2021/22 Tour 1: Division II,Nigma Galaxy SEA,Ragdoll,62.4922,Nigma Galaxy SEA,1.94,6,win,11,108,113
2022-01-13,40317,DPC SEA 2021/22 Tour 1: Division II,Nigma Galaxy SEA,Ragdoll,22.4276,Nigma Galaxy SEA,1.98,2,win,3,113,114
2022-01-13,40320,DPC EEU 2021/22 Tour 1: Division II,V-Gaming,B8,-161.8628,B8,4.49,18,win,80,114,176
2022-01-13,40324,DPC EEU 2021/22 Tour 1: Division II,V-Gaming,B8,-22.2744,B8,3.7,3,loss,0,176,173
2022-01-13,40330,DPC EEU 2021/22 Tour 1: Division II,V-Gaming,B8,-46.9648,B8,3.54,8,loss,0,173,165
2022-01-13,40321,DPC SEA 2021/22 Tour 1: Division I,TNC Predator,Team SMG,102.0176,TNC Predator,2.99,16,loss,0,165,149
2022-01-13,40327,DPC SEA 2021/22 Tour 1: Division I,TNC Predator,Team SMG,-106.2258,Team SMG,1.41,15,loss,0,149,134
2022-01-13,40331,DPC SEA 2021/22 Tour 1: Division I,TNC Predator,Team SMG,63.9882,TNC Predator,2.48,8,loss,0,134,126
2022-01-13,40334,DPC EEU 2021/22 Tour 1: Division I,HellRaisers,PuckChamp,124.1720,HellRaisers,1.62,15,loss,0,126,111
2022-01-13,40337,DPC EEU 2021/22 Tour 1: Division I,HellRaisers,PuckChamp,144.7840,HellRaisers,1.7,16,loss,0,111,95
2022-01-13,40343,DPC EEU 2021/22 Tour 1: Division I,Natus Vincere,AS Monaco Gambit,-12.8378,AS Monaco Gambit,3.39,1,loss,0,95,94
2022-01-13,40345,DPC EEU 2021/22 Tour 1: Division I,Natus Vincere,AS Monaco Gambit,-84.8948,AS Monaco Gambit,3.7,7,loss,0,94,87
2022-01-13,40341,DPC SA 2021/22 Tour 1: Division II by 4D Esports,Inverse,Balrogs e-Sport,-86.6144,Balrogs e-Sport,1.16,7,win,8,87,88
2022-01-13,40347,DPC SA 2021/22 Tour 1: Division II by 4D Esports,Interitus,Omega Gaming,167.2858,Interitus,2.66,14,loss,0,88,74
2022-01-13,40348,DPC SA 2021/22 Tour 1: Division II by 4D Esports,Interitus,Omega Gaming,137.9062,Interitus,2.81,10,win,28,74,92
2022-01-13,40349,DPC SA 2021/22 Tour 1: Division II by 4D Esports,Interitus,Omega Gaming,168.4692,Interitus,2.25,15,loss,0,92,77
2022-01-13,40350,DPC SA 2021/22 Tour 1: Division I,Noping VPN,SG e-sports,-48.3754,SG e-sports,3.04,3,loss,0,77,74
2022-01-13,40351,DPC SA 2021/22 Tour 1: Division I,Noping VPN,SG e-sports,50.2902,Noping VPN,1.4,3,win,4,74,75
2022-01-14,40356,QH Sports Dota Series 3,InterActive Philippines,Red Flower,-115.3506,Red Flower,1.41,8,win,11,75,78
2022-01-14,40360,QH Sports Dota Series 3,InterActive Philippines,Red Flower,52.4064,InterActive Philippines,2.48,4,loss,0,78,74
2022-01-14,40357,DPC SEA 2021/22 Tour 1: Division II,Lilgun,Talon Esports,-38.1390,Talon Esports,1.45,2,loss,0,74,72
2022-01-14,40361,DPC SEA 2021/22 Tour 1: Division II,Lilgun,Talon Esports,72.3860,Lilgun,2.35,5,win,11,72,78
2022-01-14,40358,DPC CN 2021/22 Tour 1: Division I by Perfect World,Phoenix Gaming,LBZS,63.2468,Phoenix Gaming,3.09,4,win,12,78,86
2022-01-14,40362,DPC CN 2021/22 Tour 1: Division I by Perfect World,Phoenix Gaming,LBZS,-187.3138,LBZS,1.37,16,win,21,86,91
2022-01-14,40366,DPC CN 2021/22 Tour 1: Division I by Perfect World,Phoenix Gaming,LBZS,138.3086,Phoenix Gaming,3.7,12,loss,0,91,79
2022-01-14,40364,QH Sports Dota Series 3,Summit Gaming,Alpha Esports,37.9166,Summit Gaming,1.4,2,win,2,79,79
2022-01-14,40369,QH Sports Dota Series 3,Summit Gaming,Alpha Esports,46.8036,Summit Gaming,1.5,3,win,4,79,80
2022-01-14,40373,DPC SEA 2021/22 Tour 1: Division I,Team SMG,Neon Esports,-26.0112,Neon Esports,2.08,2,win,4,80,82
2022-01-14,40380,DPC SEA 2021/22 Tour 1: Division I,Team SMG,Neon Esports,-66.6734,Neon Esports,1.87,5,loss,0,82,77
2022-01-14,40368,DPC CN 2021/22 Tour 1: Division I by Perfect World,Invictus Gaming,Vici Gaming,50.1584,Invictus Gaming,1.55,3,loss,0,77,74
2022-01-14,40375,DPC CN 2021/22 Tour 1: Division I by Perfect World,Invictus Gaming,Vici Gaming,164.4284,Invictus Gaming,1.5,12,loss,0,74,62
2022-01-14,40385,DPC EEU 2021/22 Tour 1: Division I,Team Empire,Team Mind Games,44.4762,Team Empire,2.23,2,loss,0,62,60
2022-01-14,40391,DPC EEU 2021/22 Tour 1: Division I,Team Empire,Team Mind Games,-68.1668,Team Mind Games,1.63,4,win,6,60,62
2022-01-14,40396,DPC EEU 2021/22 Tour 1: Division II,Gambit Esports,Hydra,80.0708,Gambit Esports,2.17,4,loss,0,62,58
2022-01-14,40401,DPC EEU 2021/22 Tour 1: Division II,Gambit Esports,Hydra,164.7476,Gambit Esports,2.25,9,win,20,58,69
2022-01-14,40405,DPC EEU 2021/22 Tour 1: Division II,Gambit Esports,Hydra,-42.7562,Hydra,1.77,2,win,3,69,70
2022-01-14,40412,DPC EEU 2021/22 Tour 1: Division II,Winstrike Team,CIS Rejects,-203.8156,CIS Rejects,1.48,14,win,20,70,76
2022-01-14,40413,DPC EEU 2021/22 Tour 1: Division II,Winstrike Team,CIS Rejects,-59.6106,CIS Rejects,1.4,4,loss,0,76,72
2022-01-14,40406,Bitsler Cup S1,SG e-sports,Noping VPN,-177.6058,Noping VPN,1.3,12,win,15,72,75
2022-01-14,40408,Bitsler Cup S1,SG e-sports,Noping VPN,-158.5112,Noping VPN,1.3,11,win,14,75,78
2022-01-14,40411,DPC SA 2021/22 Tour 1: Division I,INF.UESPORTS,Lava BestPc,77.6368,INF.UESPORTS,1.6,6,win,9,78,81
2022-01-14,40416,DPC SA 2021/22 Tour 1: Division I,INF.UESPORTS,Lava BestPc,214.0090,INF.UESPORTS,1.7,17,win,28,81,92
2022-01-14,40410,DPC NA 2021/22 Tour 1: Division II,Team Magnus,5ManMidas,-193.8030,5ManMidas,1.49,17,win,25,92,100
2022-01-14,40415,DPC NA 2021/22 Tour 1: Division II,Team Magnus,5ManMidas,54.2404,Team Magnus,2.48,5,loss,0,100,95
2022-01-14,40417,DPC SA 2021/22 Tour 1: Division I,Hokori,APU King of Kings,-30.9766,APU King of Kings,1.86,2,win,3,95,96
2022-01-14,40418,DPC SA 2021/22 Tour 1: Division I,Hokori,APU King of Kings,72.7340,Hokori,1.92,6,loss,0,96,90
2022-01-15,40421,QH Sports Dota Series 3,Red Flower,496 Gaming,126.5080,Red Flower,1.81,11,win,19,90,98
2022-01-15,40423,QH Sports Dota Series 3,Red Flower,496 Gaming,-231.4546,496 Gaming,1.88,22,loss,0,98,76
2022-01-15,40422,DPC SEA 2021/22 Tour 1: Division II,Polaris Esports,Nigma Galaxy SEA,79.9478,Polaris Esports,2.14,6,loss,0,76,70
2022-01-15,40424,DPC SEA 2021/22 Tour 1: Division II,Polaris Esports,Nigma Galaxy SEA,17.2836,Polaris Esports,1.87,1,win,1,70,70
2022-01-15,40427,DPC SEA 2021/22 Tour 1: Division II,Polaris Esports,Nigma Galaxy SEA,43.3326,Polaris Esports,2.08,3,win,6,70,73
2022-01-15,40425,QH Sports Dota Series 3,Red Flower,Summit Gaming,65.3996,Red Flower,1.77,4,win,7,73,76
2022-01-15,40426,QH Sports Dota Series 3,Red Flower,Summit Gaming,-93.8012,Summit Gaming,1.98,7,loss,0,76,69
2022-01-15,40430,DPC SEA 2021/22 Tour 1: Division I,Execration,Fnatic,72.8814,Execration,3.26,5,loss,0,69,64
2022-01-15,40429,QH Sports Dota Series 3,Summit Gaming,496 Gaming,85.7876,Summit Gaming,2.43,5,win,12,64,71
2022-01-15,40433,QH Sports Dota Series 3,Summit Gaming,496 Gaming,-28.1982,496 Gaming,1.65,2,loss,0,71,69
2022-01-15,40446,Asia New Star Cup S2,Tiger God,Rush B,166.9214,Tiger God,1.88,11,loss,0,69,58
2022-01-15,40439,DPC WEU 2021/22 Tour 1: Division II,CHILLAX,Ghost frogs,-20.6232,Ghost frogs,2.6,1,win,2,58,59
2022-01-15,40444,DPC WEU 2021/22 Tour 1: Division II,CHILLAX,Ghost frogs,38.1578,CHILLAX,1.61,2,loss,0,59,57
2022-01-15,40442,DPC SEA 2021/22 Tour 1: Division I,BOOM Esports,T1,-55.6810,T1,1.99,3,win,5,57,59
2022-01-15,40449,DPC SEA 2021/22 Tour 1: Division I,BOOM Esports,T1,-114.0132,T1,1.87,6,win,11,59,64
2022-01-15,40451,DPC WEU 2021/22 Tour 1: Division I,Tundra Esports,Team Tickles,-123.7010,Team Tickles,2.48,7,win,17,64,74
2022-01-15,40454,DPC WEU 2021/22 Tour 1: Division I,Tundra Esports,Team Tickles,36.9772,Tundra Esports,1.58,2,loss,0,74,72
2022-01-15,40457,DPC WEU 2021/22 Tour 1: Division I,Nigma Galaxy,COOLGUYS,-92.0002,COOLGUYS,5.65,6,loss,0,72,66
2022-01-15,40460,DPC WEU 2021/22 Tour 1: Division I,Nigma Galaxy,COOLGUYS,-24.5120,COOLGUYS,4.49,1,loss,0,66,65
2022-01-15,40459,DPC SA 2021/22 Tour 1: Division II by 4D Esports,Team Unknown,Gorillaz-Pride,-146.3700,Gorillaz-Pride,1.13,9,win,10,65,66
2022-01-15,40464,DPC NA 2021/22 Tour 1: Division I,4 Zoomers,Arkosh Gaming,46.2882,4 Zoomers,1.18,3,win,3,66,66
2022-01-15,40463,Bitsler Cup S1,Hokori,APU King of Kings,-64.7048,APU King of Kings,1.87,4,win,7,66,69
2022-01-15,40466,Bitsler Cup S1,Hokori,APU King of Kings,77.7978,Hokori,1.93,5,win,9,69,73
2022-01-15,40467,Bitsler Cup S1,INF.UESPORTS,Balrogs e-Sport,80.8930,INF.UESPORTS,1.2,5,win,6,73,74
2022-01-15,40470,Bitsler Cup S1,INF.UESPORTS,Balrogs e-Sport,-111.2658,Balrogs e-Sport,3.54,8,loss,0,74,66
2022-01-15,40468,DPC NA 2021/22 Tour 1: Division I,Simply TOOBASED,Black N Yellow,181.8276,Simply TOOBASED,2.4,12,win,28,66,82
2022-01-15,40469,DPC NA 2021/22 Tour 1: Division I,Simply TOOBASED,Black N Yellow,-43.6164,Black N Yellow,1.6,3,loss,0,82,79
2022-01-16,40474,DPC CN 2021/22 Tour 1: Division I by Perfect World,Invictus Gaming,LBZS,79.3956,Invictus Gaming,1.34,6,loss,0,79,73
2022-01-16,40476,DPC CN 2021/22 Tour 1: Division I by Perfect World,Invictus Gaming,LBZS,63.0500,Invictus Gaming,1.47,4,loss,0,73,69
2022-01-16,40475,QH Sports Dota Series 3,TEAM M11,InterActive Philippines,20.6482,TEAM M11,1.48,1,win,1,69,69
2022-01-16,40479,QH Sports Dota Series 3,Execration,Violet,-186.2776,Violet,1.51,12,win,18,69,75
2022-01-16,40483,QH Sports Dota Series 3,Execration,Violet,-48.5526,Violet,1.5,3,win,4,75,76
2022-01-16,40478,DPC CN 2021/22 Tour 1: Division I by Perfect World,EHOME,Vici Gaming,29.5402,EHOME,2.23,2,win,4,76,78
2022-01-16,40481,DPC CN 2021/22 Tour 1: Division I by Perfect World,EHOME,Vici Gaming,165.0156,EHOME,1.99,12,loss,0,78,66
2022-01-16,40480,Asia New Star Cup S2,KOBOLDS,496 Gaming,45.0568,KOBOLDS,2.09,2,loss,0,66,64
2022-01-16,40482,Asia New Star Cup S2,KOBOLDS,496 Gaming,-76.0670,496 Gaming,1.6,4,win,6,64,66
2022-01-16,40492,DPC EEU 2021/22 Tour 1: Division II,Fantastic Five,B8,-73.2374,B8,2.48,4,loss,0,66,62
2022-01-16,40488,DPC CN 2021/22 Tour 1: Division I by Perfect World,LGD Gaming,Royal Never Give Up,-47.2128,Royal Never Give Up,3.09,2,loss,0,62,60
2022-01-16,40497,DPC CN 2021/22 Tour 1: Division I by Perfect World,LGD Gaming,Royal Never Give Up,89.5290,LGD Gaming,1.37,5,win,6,60,61
2022-01-16,40489,Asia New Star Cup S2,Rice Field,Summit Gaming,-38.8362,Summit Gaming,1.54,2,loss,0,61,59
2022-01-16,40493,Asia New Star Cup S2,Rice Field,Summit Gaming,-166.9228,Summit Gaming,1.5,9,loss,0,59,50
2022-01-16,40498,DPC EEU 2021/22 Tour 1: Division I,Team Spirit,HellRaisers,-137.5272,HellRaisers,3.79,6,loss,0,50,44
2022-01-16,40501,DPC EEU 2021/22 Tour 1: Division I,Team Spirit,HellRaisers,-142.6954,HellRaisers,3.99,6,loss,0,44,38
2022-01-16,40506,DPC EEU 2021/22 Tour 1: Division I,Natus Vincere,Virtus.pro,-229.4256,Virtus.pro,2.06,8,win,16,38,46
2022-01-16,40507,DPC SA 2021/22 Tour 1: Division II by 4D Esports,Inverse,Wolf Team,-78.9286,Wolf Team,1.13,3,win,3,46,46
2022-01-16,40514,DPC SA 2021/22 Tour 1: Division I,Noping VPN,Thunder Predator,66.5482,Noping VPN,3.99,3,loss,0,46,43
2022-01-16,40519,DPC SA 2021/22 Tour 1: Division I,Noping VPN,Thunder Predator,66.9086,Noping VPN,3.7,2,loss,0,43,41
2022-01-16,40516,DPC NA 2021/22 Tour 1: Division II,Team DogChamp,The Cut,94.5596,Team DogChamp,2.63,3,win,7,41,45
2022-01-16,40518,DPC NA 2021/22 Tour 1: Division II,Team DogChamp,The Cut,203.2692,Team DogChamp,2.25,9,loss,0,45,36
2022-01-16,40522,DPC SA 2021/22 Tour 1: Division I,Beastcoast,SG e-sports,100.4422,Beastcoast,1.16,3,loss,0,36,33
2022-01-16,40523,DPC SA 2021/22 Tour 1: Division I,Beastcoast,SG e-sports,86.4256,Beastcoast,4.49,2,win,8,33,39
2022-01-16,40525,DPC SA 2021/22 Tour 1: Division I,Beastcoast,SG e-sports,-192.9414,SG e-sports,4.49,7,win,31,39,63
2022-01-16,40521,DPC NA 2021/22 Tour 1: Division II,felt,KBU.US,67.9672,felt,1.97,4,loss,0,63,59
2022-01-16,40524,DPC NA 2021/22 Tour 1: Division II,felt,KBU.US,186.8916,felt,2.25,11,loss,0,59,48
2022-01-17,40527,QH Sports Dota Series 3,Execration,Summit Gaming,-66.2082,Summit Gaming,2.47,3,loss,0,48,45
2022-01-17,40533,QH Sports Dota Series 3,Execration,Summit Gaming,72.2464,Execration,1.75,3,win,5,45,47
2022-01-17,40529,DPC CN 2021/22 Tour 1: Division I by Perfect World,EHOME,LBZS,96.3988,EHOME,1.66,4,win,6,47,49
2022-01-17,40535,DPC CN 2021/22 Tour 1: Division I by Perfect World,EHOME,LBZS,56.5746,EHOME,1.55,2,win,3,49,50
2022-01-17,40531,Asian Elite League,Dota Geniuses,Apes,-85.2334,Apes,1.87,4,win,7,50,53
2022-01-17,40536,Asian Elite League,Dota Geniuses,Apes,78.6776,Dota Geniuses,2.94,4,loss,0,53,49
2022-01-17,40538,QH Sports Dota Series 3,Ragdoll,Violet,-70.2150,Violet,1.87,3,loss,0,49,46
2022-01-17,40540,QH Sports Dota Series 3,Ragdoll,Violet,-70.2362,Violet,2.19,3,loss,0,46,43
2022-01-17,40544,Asia New Star Cup S2,Army Geniuses,KOBOLDS,92.8672,Army Geniuses,1.47,3,win,4,43,44
2022-01-17,40547,Asia New Star Cup S2,Army Geniuses,KOBOLDS,204.8260,Army Geniuses,1.45,9,win,13,44,48
2022-01-17,40554,DPC SEA 2021/22 Tour 1: Division II,496 Gaming,InterActive Philippines,240.3750,496 Gaming,1.43,11,win,15,48,52
2022-01-17,40559,DPC SEA 2021/22 Tour 1: Division II,496 Gaming,InterActive Philippines,-66.0454,InterActive Philippines,4.81,3,loss,0,52,49
2022-01-17,40555,Asia New Star Cup S2,Rush B,Rice Field,116.4292,Rush B,2.07,5,loss,0,49,44
2022-01-17,40563,Asia New Star Cup S2,Rush B,Rice Field,276.2616,Rush B,1.55,12,win,18,44,50
2022-01-17,40570,DPC EEU 2021/22 Tour 1: Division II,Nemiga Gaming,Gambit Esports,-100.5084,Gambit Esports,1.65,5,win,8,50,53
2022-01-17,40580,DPC SA 2021/22 Tour 1: Division II by 4D Esports,Interitus,Balrogs e-Sport,58.7386,Interitus,4.11,3,loss,0,53,50
2022-01-18,40584,Asia New Star Cup S2,Tiger God,Summit Gaming,-33.1950,Summit Gaming,1.97,1,win,1,50,50
2022-01-18,40587,Asia New Star Cup S2,Tiger God,Summit Gaming,-131.4716,Summit Gaming,1.98,6,loss,0,50,44
2022-01-18,40592,Asia New Star Cup S2,Tiger God,Summit Gaming,-47.2664,Summit Gaming,1.98,2,loss,0,44,42
2022-01-18,40585,DPC CN 2021/22 Tour 1: Division I by Perfect World,EHOME,LGD Gaming,112.8568,EHOME,3.7,4,win,14,42,52
2022-01-18,40590,DPC CN 2021/22 Tour 1: Division I by Perfect World,EHOME,LGD Gaming,28.4454,EHOME,3.54,1,loss,0,52,51
2022-01-18,40593,DPC CN 2021/22 Tour 1: Division I by Perfect World,EHOME,LGD Gaming,-73.7488,LGD Gaming,1.37,3,win,4,51,52
2022-01-18,40597,DPC CN 2021/22 Tour 1: Division I by Perfect World,Vici Gaming,Royal Never Give Up,-77.9378,Royal Never Give Up,1.58,4,win,6,52,54
2022-01-18,40601,DPC CN 2021/22 Tour 1: Division I by Perfect World,Vici Gaming,Royal Never Give Up,-55.9118,Royal Never Give Up,1.51,3,win,4,54,55
2022-01-18,40595,Asia New Star Cup S2,496 Gaming,Rush B,-41.0624,Rush B,1.79,2,loss,0,55,53
2022-01-18,40600,Asia New Star Cup S2,496 Gaming,Rush B,-120.0148,Rush B,2.16,6,win,12,53,59
2022-01-18,40605,Asia New Star Cup S2,496 Gaming,Rush B,21.6338,496 Gaming,1.77,1,win,1,59,59
2022-01-18,40617,Asia New Star Cup S2,Rice Field,Army Geniuses,-24.3866,Army Geniuses,1.98,1,win,1,59,59
2022-01-18,40620,Asia New Star Cup S2,Rice Field,Army Geniuses,44.4912,Rice Field,1.77,2,loss,0,59,57
2022-01-18,40608,QH Sports Dota Series 3,496 Gaming,TEAM M11,-55.2562,TEAM M11,2.44,3,loss,0,57,54
2022-01-18,40614,DPC WEU 2021/22 Tour 1: Division II,Team Bald,Chicken Fighters,-31.3336,Chicken Fighters,1.2,1,win,1,54,54
2022-01-18,40610,DPC CN 2021/22 Tour 1: Division I by Perfect World,Invictus Gaming,Team Aster,188.3920,Invictus Gaming,2.51,10,loss,0,54,44
2022-01-18,40618,DPC CN 2021/22 Tour 1: Division I by Perfect World,Invictus Gaming,Team Aster,-27.1438,Team Aster,1.48,1,win,1,44,44
2022-01-18,40623,DPC WEU 2021/22 Tour 1: Division I,Team Liquid,Alliance,183.4666,Team Liquid,1.27,8,win,10,44,46
2022-01-18,40630,DPC WEU 2021/22 Tour 1: Division I,Team Liquid,Alliance,80.5598,Team Liquid,1.25,3,win,3,46,46
2022-01-18,40633,DPC WEU 2021/22 Tour 1: Division I,Team Secret,Team Tickles,-42.0268,Team Tickles,1.84,1,loss,0,46,45
2022-01-18,40634,DPC WEU 2021/22 Tour 1: Division I,Team Secret,Team Tickles,150.2968,Team Secret,1.76,6,win,10,45,49
2022-01-18,40635,DPC NA 2021/22 Tour 1: Division I,4 Zoomers,Wildcard,118.2606,4 Zoomers,1.66,5,win,8,49,52
2022-01-18,40637,DPC NA 2021/22 Tour 1: Division I,4 Zoomers,Wildcard,-68.1752,Wildcard,1.87,3,loss,0,52,49
2022-01-18,40636,Bitsler Cup S1,Hokori,SALCHIPAPA,174.1366,Hokori,1.12,8,win,8,49,49
2022-01-18,40638,Bitsler Cup S1,Hokori,SALCHIPAPA,91.8850,Hokori,1.09,4,win,4,49,49
2022-01-18,40639,Bitsler Cup S1,APU King of Kings,Lava BestPc,88.5362,APU King of Kings,2.36,4,loss,0,49,45
2022-01-18,40641,Bitsler Cup S1,APU King of Kings,Lava BestPc,-28.0536,Lava BestPc,1.5,1,win,1,45,45
2022-01-18,40640,DPC NA 2021/22 Tour 1: Division II,Team Magnus,The Cut,-117.2454,The Cut,1.16,5,loss,0,45,40
