match_id,date,championship,team1,team2,delta,favored,odds,stake,outcome,payout,bank_after
72228,2023-01-16,Moon Studio Campfire,Xerxia,Neon Esports,-20.1282,Neon Esports,1.92,5838,loss,0,284242
72242,2023-01-16,Moon Studio Campfire,Xerxia,Neon Esports,28.1824,Xerxia,1.68,8010,win,13456,289688
72247,2023-01-16,Moon Studio Campfire,Xerxia,Neon Esports,-31.2318,Neon Esports,1.99,9047,loss,0,280641
72229,2023-01-16,GOLDEN AGE,SPAWN TEAM,UD Vessuwan,-59.7384,UD Vessuwan,1.54,10000,loss,0,270641
72244,2023-01-16,GOLDEN AGE,SPAWN TEAM,UD Vessuwan,128.5176,SPAWN TEAM,1.7,10000,loss,0,260641
72210,2023-01-16,SPARTA CUP,Team Flow,EV GaminG,-12.8194,EV GaminG,2.16,3341,win,7216,264516
72224,2023-01-16,SPARTA CUP,Team Flow,EV GaminG,-3.9252,EV GaminG,2.15,1038,loss,0,263478
72236,2023-01-16,SPARTA CUP,Team Flow,EV GaminG,-19.6096,EV GaminG,2.35,5166,win,12140,270452
72231,2023-01-16,GOLDEN AGE,UD Vessuwan,Myth Avenue Gaming,28.2834,UD Vessuwan,1.65,7649,loss,0,262803
72257,2023-01-16,GOLDEN AGE,UD Vessuwan,Myth Avenue Gaming,-34.47,Myth Avenue Gaming,1.76,9058,win,15942,269687
72233,2023-01-16,European Pro League Season 6,IVY,Water rune enjoyers,14.9868,IVY,1.99,4041,loss,0,265646
72286,2023-01-16,European Pro League Season 6,IVY,Water rune enjoyers,3.3126,IVY,2,879,loss,0,264767
72292,2023-01-16,NEON LEAGUE,V-Gaming,Hydra,-52.9622,Hydra,1.3,10000,win,13000,267767
72296,2023-01-16,NEON LEAGUE,V-Gaming,Hydra,-114.3654,Hydra,1.28,10000,win,12800,270567
72297,2023-01-16,European Pro League Season 6,BENZ190E,D2 HUSTLERS,-146.9492,D2 HUSTLERS,1.3,10000,win,13000,273567
72301,2023-01-16,European Pro League Season 6,BENZ190E,D2 HUSTLERS,-136.1182,D2 HUSTLERS,1.3,10000,loss,0,263567
72305,2023-01-16,European Pro League Season 6,BENZ190E,D2 HUSTLERS,-172.3372,D2 HUSTLERS,1.4,10000,win,14000,267567
72300,2023-01-16,DPC WEU 2023 Tour 1: Division I,Team Liquid,Entity,-348.3234,Entity,3.5,10000,loss,0,257567
72304,2023-01-16,DPC WEU 2023 Tour 1: Division I,Team Liquid,Entity,-40.8176,Entity,3.32,10000,loss,0,247567
72307,2023-01-16,NEON LEAGUE,Matreshka,IVY,66.7692,Matreshka,2.48,10000,loss,0,237567
72312,2023-01-16,NEON LEAGUE,Matreshka,IVY,75.6204,Matreshka,2.48,10000,win,24800,252367
72313,2023-01-16,DPC WEU 2023 Tour 1: Division I,Tundra Esports,Into the Breach,24.7192,Tundra Esports,1.17,6238,loss,0,246129
72320,2023-01-16,DPC WEU 2023 Tour 1: Division I,Tundra Esports,Into the Breach,29.1286,Tundra Esports,1.31,7169,win,9391,248351
72327,2023-01-16,DPC WEU 2023 Tour 1: Division I,Tundra Esports,Into the Breach,91.1322,Tundra Esports,1.25,10000,win,12500,250851
72314,2023-01-16,EPL World AM S3,Ravens,Paradox Esports,-108.0646,Paradox Esports,3.32,10000,loss,0,240851
72219,2023-01-16,Lunar New Year 2023,Reaper,Team Saiyan,-59.2386,Team Saiyan,1.63,10000,loss,0,230851
72223,2023-01-16,Lunar New Year 2023,Reaper,Team Saiyan,-64.9748,Team Saiyan,1.65,10000,win,16500,237351
72235,2023-01-16,Lunar New Year 2023,Reaper,Team Saiyan,-43.3928,Team Saiyan,1.55,10000,win,15500,242851
72261,2023-01-16,Lunar New Year 2023,Sky Encore Esports,496 Gaming,-18.9486,496 Gaming,1.69,4601,win,7775,246025
72268,2023-01-16,Lunar New Year 2023,Sky Encore Esports,496 Gaming,114.4372,Sky Encore Esports,2.25,10000,loss,0,236025
72253,2023-01-16,SPARTA CUP,Team Flow,496 Gaming,35.4826,Team Flow,1.5,8374,win,12561,240212
72329,2023-01-16,DPC NA 2023 Tour 1: Division I,TSM,Nouns,158.0324,TSM,1.52,10000,loss,0,230212
72335,2023-01-16,DPC NA 2023 Tour 1: Division I,TSM,Nouns,210.6398,TSM,1.55,10000,win,15500,235712
72338,2023-01-16,DPC NA 2023 Tour 1: Division I,TSM,Nouns,-72.424,Nouns,2.35,10000,loss,0,225712
72330,2023-01-16,EPL World AM S3,Team DogChamp,Ravens,-130.539,Ravens,1.67,10000,win,16700,232412
72334,2023-01-17,DPC NA 2023 Tour 1: Division I,Shopify Rebellion,Alpha Pro USA,200.5142,Shopify Rebellion,1.02,10000,win,10200,232612
72339,2023-01-17,DPC NA 2023 Tour 1: Division I,Shopify Rebellion,Alpha Pro USA,-63.8858,Alpha Pro USA,11.3,10000,loss,0,222612
72344,2023-01-17,GOLDEN AGE,Neon Esports,UD Vessuwan,54.6346,Neon Esports,1.62,10000,loss,0,212612
72360,2023-01-17,GOLDEN AGE,Neon Esports,UD Vessuwan,49.0344,Neon Esports,1.87,10000,loss,0,202612
72333,2023-01-17,SPARTA CUP,EV GaminG,Team Flow,-41.8916,Team Flow,1.72,8487,win,14597,208722
72340,2023-01-17,SPARTA CUP,EV GaminG,Team Flow,-65.0974,Team Flow,1.65,10000,loss,0,198722
72346,2023-01-17,SPARTA CUP,EV GaminG,Team Flow,-87.6108,Team Flow,1.72,10000,win,17200,205922
72359,2023-01-17,SPARTA CUP,EV GaminG,Team Flow,-78.2326,Team Flow,1.9,10000,loss,0,195922
72365,2023-01-17,SPARTA CUP,EV GaminG,Team Flow,120.769,EV GaminG,1.85,10000,loss,0,185922
72350,2023-01-17,DPC CN 2023 Tour 1: Division I,Xtreme Gaming,Dawn Gaming,-119.3044,Dawn Gaming,5.65,10000,loss,0,175922
72371,2023-01-17,DPC CN 2023 Tour 1: Division I,Xtreme Gaming,Dawn Gaming,162.2904,Xtreme Gaming,1.08,10000,win,10800,176722
72345,2023-01-17,GOLDEN AGE,Neon Esports,Dream Walker,119.523,Neon Esports,1.55,10000,win,15500,182222
72372,2023-01-17,GOLDEN AGE,Neon Esports,Dream Walker,83.7042,Neon Esports,1.55,10000,win,15500,187722
72393,2023-01-17,DPC CN 2023 Tour 1: Division I,Team Knights,Aster.Aries,155.5018,Team Knights,1.4,10000,loss,0,177722
72400,2023-01-17,DPC CN 2023 Tour 1: Division I,Team Knights,Aster.Aries,34.3082,Team Knights,1.52,6097,win,9267,180892
72402,2023-01-17,DPC CN 2023 Tour 1: Division I,Team Knights,Aster.Aries,58.5014,Team Knights,1.5,10000,win,15000,185892
72352,2023-01-17,DPC EEU 2023 Tour 1: Division I,Nemiga Gaming,Virtus.pro,-104.0968,Virtus.pro,1.88,10000,win,18800,194692
72394,2023-01-17,DPC EEU 2023 Tour 1: Division I,Nemiga Gaming,Virtus.pro,40.078,Nemiga Gaming,1.87,7802,win,14589,201479
72405,2023-01-17,DPC EEU 2023 Tour 1: Division I,Nemiga Gaming,Virtus.pro,-61.6638,Virtus.pro,1.87,10000,win,18700,210179
72401,2023-01-17,European Pro League Season 6,V-Gaming,IVY,-46.1346,IVY,1.39,9696,win,13477,213960
72410,2023-01-17,European Pro League Season 6,V-Gaming,IVY,-52.3896,IVY,1.22,10000,win,12200,216160
72414,2023-01-17,DPC EEU 2023 Tour 1: Division I,BetBoom Team,Darkside,-83.232,Darkside,4.35,10000,win,43500,249660
72417,2023-01-17,DPC EEU 2023 Tour 1: Division I,BetBoom Team,Darkside,-176.153,Darkside,3.04,10000,loss,0,239660
72426,2023-01-17,DPC EEU 2023 Tour 1: Division I,BetBoom Team,Darkside,0.1548,BetBoom Team,1.18,37,win,43,239666
72421,2023-01-17,European Pro League Season 6,Creep Gaming,Team Sexy,-254.3294,Team Sexy,1.4,10000,win,14000,243666
72431,2023-01-17,European Pro League Season 6,Creep Gaming,Team Sexy,-17.079,Team Sexy,1.3,4161,win,5409,244914
72420,2023-01-17,NEON LEAGUE,BENZ190E,IVY,-58.7306,IVY,1.68,10000,win,16800,251714
72427,2023-01-17,NEON LEAGUE,BENZ190E,IVY,47.207,BENZ190E,3.32,10000,win,33200,274914
72432,2023-01-17,NEON LEAGUE,BENZ190E,IVY,123.404,BENZ190E,2.63,10000,win,26300,291214
72428,2023-01-17,DPC SA 2023 Tour 1: Division I,Alliance.LATAM,Keyd Stars,-106.472,Keyd Stars,2.16,10000,win,21600,302814
72435,2023-01-17,DPC SA 2023 Tour 1: Division I,Alliance.LATAM,Keyd Stars,19.6858,Alliance.LATAM,1.81,5961,loss,0,296853
72440,2023-01-17,EPL World AM S3,Lava Esports,Mad Kings,62.8316,Lava Esports,1.85,10000,win,18500,305353
72443,2023-01-17,EPL World AM S3,Lava Esports,Mad Kings,39.899,Lava Esports,1.85,10000,loss,0,295353
72446,2023-01-17,EPL World AM S3,Lava Esports,Mad Kings,171.0194,Lava Esports,1.85,10000,loss,0,285353
72441,2023-01-17,DPC SA 2023 Tour 1: Division I,Thunder Awaken,Infinity,-37.4828,Infinity,2.25,10000,loss,0,275353
72445,2023-01-17,DPC SA 2023 Tour 1: Division I,Thunder Awaken,Infinity,117.5972,Thunder Awaken,1.48,10000,win,14800,280153
72395,2023-01-17,NEON LEAGUE,BENZ190E,Team Sexy,-199.2916,Team Sexy,1.4,10000,win,14000,284153
72448,2023-01-17,DPC SA 2023 Tour 1: Division I,Evil Geniuses,Ravens,-8.1464,Ravens,5.3,2314,loss,0,281839
72452,2023-01-17,DPC SA 2023 Tour 1: Division I,Evil Geniuses,Ravens,-35.079,Ravens,4.5,9886,loss,0,271953
72449,2023-01-17,EPL World AM S3,Thiuth Gaming,Dreamers,-197.0798,Dreamers,1.38,10000,win,13799,275752
72536,2023-01-18,NEON LEAGUE,BENZ190E,Matreshka,159.602,BENZ190E,1.67,10000,win,16700,282452
72450,2023-01-18,Lunar New Year 2023,Team Flow,Purple Paradox,-152.114,Purple Paradox,1.92,10000,loss,0,272452
72460,2023-01-18,Lunar New Year 2023,Team Flow,Purple Paradox,113.8022,Team Flow,1.77,10000,win,17700,280152
72461,2023-01-18,DPC SEA 2023 Tour 1: Division I,Geek Slate,Execration,-18.6712,Execration,1.65,5230,loss,0,274922
72472,2023-01-18,DPC SEA 2023 Tour 1: Division I,Geek Slate,Execration,147.5728,Geek Slate,1.95,10000,win,19500,284422
72465,2023-01-18,Lunar New Year 2023,LBZS,UD Vessuwan,-104.1878,UD Vessuwan,1.64,10000,win,16400,290822
72479,2023-01-18,Lunar New Year 2023,LBZS,UD Vessuwan,-43.562,UD Vessuwan,1.75,10000,loss,0,280822
72466,2023-01-18,DPC SEA 2023 Tour 1: Division I,Talon Esports,Team SMG,35.1188,Talon Esports,1.51,9862,win,14891,285851
72487,2023-01-18,DPC SEA 2023 Tour 1: Division I,Talon Esports,Team SMG,247.87,Talon Esports,1.55,10000,win,15500,291351
72468,2023-01-18,GOLDEN AGE,SPAWN TEAM,Dream Walker,-70.3484,Dream Walker,2.76,10000,win,27599,308950
72486,2023-01-18,GOLDEN AGE,SPAWN TEAM,Dream Walker,-100.3228,Dream Walker,2.27,10000,win,22700,321650
72467,2023-01-18,Lunar New Year 2023,496 Gaming,Team Flow,-254.6806,Team Flow,1.46,10000,win,14600,326250
72491,2023-01-18,Lunar New Year 2023,496 Gaming,Team Flow,69.6606,496 Gaming,2.48,10000,win,24800,341050
72469,2023-01-18,DPC SEA 2023 Tour 1: Division I,Bleed Esports,BOOM Esports,-34.637,BOOM Esports,1.72,10000,win,17200,348250
72506,2023-01-18,DPC SEA 2023 Tour 1: Division I,Bleed Esports,BOOM Esports,-86.6452,BOOM Esports,1.88,10000,loss,0,338250
72512,2023-01-18,DPC SEA 2023 Tour 1: Division I,Bleed Esports,BOOM Esports,-6.9686,BOOM Esports,1.92,2357,loss,0,335893
72511,2023-01-18,European Pro League Season 6,MonaspA,Sigma.YNT,29.923,MonaspA,1.72,10000,loss,0,325893
72518,2023-01-18,European Pro League Season 6,MonaspA,Sigma.YNT,-18.9,Sigma.YNT,2.01,6159,loss,0,319734
72524,2023-01-18,European Pro League Season 6,MonaspA,Sigma.YNT,-129.2154,Sigma.YNT,2.11,10000,win,21100,330834
72519,2023-01-18,DPC WEU 2023 Tour 1: Division I,Team Secret,Entity,-85.3892,Entity,1.7,10000,win,17000,337834
72525,2023-01-18,DPC WEU 2023 Tour 1: Division I,Team Secret,Entity,-176.4284,Entity,1.6,10000,loss,0,327834
72531,2023-01-18,DPC WEU 2023 Tour 1: Division I,Team Secret,Entity,-103.2442,Entity,1.7,10000,win,17000,334834
72539,2023-01-18,DPC WEU 2023 Tour 1: Division I,Team Liquid,Into the Breach,-72.7628,Into the Breach,5,10000,loss,0,324834
72544,2023-01-18,DPC WEU 2023 Tour 1: Division I,Team Liquid,Into the Breach,-60.4914,Into the Breach,4.23,10000,loss,0,314834
72535,2023-01-18,EPL World AM S3,Ravens,Balrogs e-Sport,-162.6996,Balrogs e-Sport,2,10000,loss,0,304834
72541,2023-01-18,EPL World AM S3,Ravens,Balrogs e-Sport,166.712,Ravens,1.61,10000,win,16100,310934
72550,2023-01-18,DPC WEU 2023 Tour 1: Division I,Nigma Galaxy,Gaimin Gladiators,2.9138,Nigma Galaxy,2.6,905,loss,0,310029
72557,2023-01-18,DPC WEU 2023 Tour 1: Division I,Nigma Galaxy,Gaimin Gladiators,151.3372,Nigma Galaxy,2.8,10000,win,28000,328029
72561,2023-01-18,DPC WEU 2023 Tour 1: Division I,Nigma Galaxy,Gaimin Gladiators,-89.2464,Gaimin Gladiators,1.48,10000,win,14800,332829
72553,2023-01-18,EPL World AM S3,Paradox Esports,Ukumari,-69.1854,Ukumari,1.57,10000,win,15700,338529
72488,2023-01-18,NEON LEAGUE,V-Gaming,BENZ190E,-23.6406,BENZ190E,1.87,8003,win,14965,345491
72495,2023-01-18,NEON LEAGUE,V-Gaming,BENZ190E,30.7976,V-Gaming,1.87,10000,loss,0,335491
72498,2023-01-18,NEON LEAGUE,Team Sexy,Hydra,-74.3322,Hydra,1.75,10000,loss,0,325491
72517,2023-01-18,NEON LEAGUE,Team Sexy,Hydra,83.8758,Team Sexy,1.87,10000,win,18700,334191
72527,2023-01-18,NEON LEAGUE,UBER TILT,Hydra,-78.545,Hydra,1.3,10000,win,13000,337191
72530,2023-01-18,NEON LEAGUE,UBER TILT,Hydra,-103.3992,Hydra,1.2,10000,win,12000,339191
72564,2023-01-18,DPC NA 2023 Tour 1: Division I,5RATFORCESTAFF,Wildcard,133.7562,5RATFORCESTAFF,1.55,10000,loss,0,329191
72571,2023-01-18,DPC NA 2023 Tour 1: Division I,5RATFORCESTAFF,Wildcard,17.724,5RATFORCESTAFF,1.44,5834,win,8400,331757
72572,2023-01-18,DPC NA 2023 Tour 1: Division I,5RATFORCESTAFF,Wildcard,48.122,5RATFORCESTAFF,1.55,10000,loss,0,321757
72584,2023-01-19,GOLDEN AGE,UD Vessuwan,Team Virgo,-91.2228,Team Virgo,2.05,10000,win,20500,332257
72610,2023-01-19,GOLDEN AGE,UD Vessuwan,Team Virgo,-10.8232,Team Virgo,2.35,3596,win,8450,337111
72583,2023-01-19,Lunar New Year 2023,LBZS,Purple Paradox,178.8524,LBZS,1.77,10000,win,17700,344811
72608,2023-01-19,Lunar New Year 2023,LBZS,Purple Paradox,157.6006,LBZS,1.56,10000,win,15600,350411
72622,2023-01-19,DPC EEU 2023 Tour 1: Division I,HellRaisers,Virtus.pro,-13.0034,Virtus.pro,2.1,4556,loss,0,345855
72628,2023-01-19,DPC EEU 2023 Tour 1: Division I,HellRaisers,Virtus.pro,-27.9186,Virtus.pro,2.19,9655,loss,0,336200
72574,2023-01-19,DPC NA 2023 Tour 1: Division I,Thiuth Gaming,Alpha Pro USA,-3.9704,Alpha Pro USA,1.45,1334,loss,0,334866
72575,2023-01-19,DPC NA 2023 Tour 1: Division I,Thiuth Gaming,Alpha Pro USA,67.599,Thiuth Gaming,2.25,10000,win,22500,347366
72593,2023-01-19,Lunar New Year 2023,Team Flow,Team Saiyan,-19.3776,Team Saiyan,1.96,6731,loss,0,340635
72598,2023-01-19,Lunar New Year 2023,Team Flow,Team Saiyan,49.0364,Team Flow,2.01,10000,win,20099,350734
72585,2023-01-19,European Pro League Season 6,D2 HUSTLERS,IVY,-7.5602,IVY,2.47,2651,loss,0,348083
72621,2023-01-19,European Pro League Season 6,D2 HUSTLERS,IVY,27.7966,D2 HUSTLERS,1.5,9675,win,14512,352920
72635,2023-01-19,European Pro League Season 6,Monte,MonaspA,1.1686,Monte,2.42,412,loss,0,352508
72641,2023-01-19,European Pro League Season 6,Monte,MonaspA,84.834,Monte,2.35,10000,win,23500,366008
72648,2023-01-19,European Pro League Season 6,Monte,MonaspA,81.5824,Monte,2.16,10000,loss,0,356008
72656,2023-01-19,European Pro League Season 6,V-Gaming,BENZ190E,-111.7336,BENZ190E,1.12,10000,win,11200,357208
72664,2023-01-19,European Pro League Season 6,V-Gaming,BENZ190E,78.763,V-Gaming,4.81,10000,loss,0,347208
72640,2023-01-19,DPC EEU 2023 Tour 1: Division I,Nemiga Gaming,Team Spirit,-17.1434,Team Spirit,1.29,5952,win,7678,348934
72645,2023-01-19,DPC EEU 2023 Tour 1: Division I,Nemiga Gaming,Team Spirit,-12.0926,Team Spirit,1.26,4219,loss,0,344715
72651,2023-01-19,DPC EEU 2023 Tour 1: Division I,Nemiga Gaming,Team Spirit,80.6782,Nemiga Gaming,2.81,10000,loss,0,334715
72660,2023-01-19,DPC SA 2023 Tour 1: Division I,INFAMOUS U.ESPORTS,Thunder Awaken,-151.3352,Thunder Awaken,1.47,10000,win,14700,339415
72668,2023-01-19,DPC SA 2023 Tour 1: Division I,INFAMOUS U.ESPORTS,Thunder Awaken,89.7908,INFAMOUS U.ESPORTS,2.6,10000,win,26000,355415
72670,2023-01-19,DPC SA 2023 Tour 1: Division I,INFAMOUS U.ESPORTS,Thunder Awaken,32.0548,INFAMOUS U.ESPORTS,2.2,10000,loss,0,345415
72677,2023-01-19,DPC SA 2023 Tour 1: Division I,Keyd Stars,Evil Geniuses,77.4448,Keyd Stars,3.8,10000,win,38000,373415
72686,2023-01-19,DPC SA 2023 Tour 1: Division I,Keyd Stars,Evil Geniuses,64.0798,Keyd Stars,2.81,10000,loss,0,363415
72688,2023-01-19,DPC SA 2023 Tour 1: Division I,Keyd Stars,Evil Geniuses,-58.8506,Evil Geniuses,1.3,10000,win,13000,366415
72678,2023-01-19,EPL World AM S3,Team DogChamp,Paradox Esports,-104.5294,Paradox Esports,2.5,10000,win,25000,381415
72631,2023-01-19,NEON LEAGUE,BENZ190E,EZ KATKA,17.0998,BENZ190E,1.45,6522,win,9456,384349
72636,2023-01-19,NEON LEAGUE,BENZ190E,EZ KATKA,42.7808,BENZ190E,1.45,10000,win,14500,388849
72646,2023-01-19,NEON LEAGUE,IVY,Hydra,-70.988,Hydra,1.65,10000,loss,0,378849
72773,2023-01-20,European Pro League Season 6,Ooredoo Thunders,V-Gaming,-71.0174,V-Gaming,7.5,10000,loss,0,368849
72780,2023-01-20,European Pro League Season 6,Ooredoo Thunders,V-Gaming,121.5172,Ooredoo Thunders,1.05,10000,win,10500,369349
72691,2023-01-20,DPC SA 2023 Tour 1: Division I,Beastcoast,Ravens,53.8278,Beastcoast,1.17,10000,win,11700,371049
72692,2023-01-20,DPC SA 2023 Tour 1: Division I,Beastcoast,Ravens,-74.539,Ravens,4.81,10000,loss,0,361049
72704,2023-01-20,DPC SEA 2023 Tour 1: Division I,Execration,Blacklist International,-47.0858,Blacklist International,1.68,10000,loss,0,351049
72711,2023-01-20,DPC SEA 2023 Tour 1: Division I,Execration,Blacklist International,55.6288,Execration,2.14,10000,win,21400,362449
72698,2023-01-20,Lunar New Year 2023,LBZS,Team Saiyan,59.89,LBZS,1.62,10000,win,16200,368649
72718,2023-01-20,Lunar New Year 2023,LBZS,Team Saiyan,-53.3376,Team Saiyan,2.25,10000,win,22500,381149
72699,2023-01-20,DPC SEA 2023 Tour 1: Division I,Bleed Esports,Geek Slate,-25.5446,Geek Slate,1.67,9736,win,16259,387672
72732,2023-01-20,DPC SEA 2023 Tour 1: Division I,Bleed Esports,Geek Slate,-99.0534,Geek Slate,1.6,10000,win,16000,393672
72700,2023-01-20,Lunar New Year 2023,SPAWN TEAM,Team Flow,44.9222,SPAWN TEAM,2.02,10000,loss,0,383672
72729,2023-01-20,Lunar New Year 2023,SPAWN TEAM,Team Flow,198.152,SPAWN TEAM,2.08,10000,loss,0,373672
72708,2023-01-20,NEON LEAGUE,EZ KATKA,V-Gaming,-41.488,V-Gaming,2.53,10000,win,25299,388971
72737,2023-01-20,NEON LEAGUE,EZ KATKA,V-Gaming,78.7152,EZ KATKA,1.45,10000,win,14500,393471
72742,2023-01-20,NEON LEAGUE,EZ KATKA,V-Gaming,128.2168,EZ KATKA,1.3,10000,win,13000,396471
72702,2023-01-20,Lunar New Year 2023,Team Mystique,Purple Paradox,74.0306,Team Mystique,1.97,10000,win,19700,406171
72741,2023-01-20,Lunar New Year 2023,Team Mystique,Purple Paradox,266.7896,Team Mystique,1.5,10000,win,15000,411171
72701,2023-01-20,European Pro League Season 6,MonaspA,Team Sexy,-50.4716,Team Sexy,1.88,10000,win,18800,419971
72746,2023-01-20,European Pro League Season 6,MonaspA,Team Sexy,-32.94,Team Sexy,1.75,10000,loss,0,409971
72754,2023-01-20,European Pro League Season 6,MonaspA,Team Sexy,22.8698,MonaspA,1.87,9375,win,17531,418127
72703,2023-01-20,DPC SEA 2023 Tour 1: Division I,BOOM Esports,Fnatic,-10.2856,Fnatic,2.15,4300,loss,0,413827
72753,2023-01-20,DPC SEA 2023 Tour 1: Division I,BOOM Esports,Fnatic,-0.3412,Fnatic,2.17,141,win,305,413991
72761,2023-01-20,DPC SEA 2023 Tour 1: Division I,BOOM Esports,Fnatic,-66.1992,Fnatic,1.93,10000,loss,0,403991
72709,2023-01-20,NEON LEAGUE,EZ KATKA,UBER TILT,10.745,EZ KATKA,2.12,4340,win,9200,408851
72758,2023-01-20,NEON LEAGUE,EZ KATKA,UBER TILT,14.0452,EZ KATKA,2.03,5742,win,11656,414765
72762,2023-01-20,European Pro League Season 6,Ooredoo Thunders,IVY,37.5396,Ooredoo Thunders,1.3,10000,win,13000,417765
72770,2023-01-20,European Pro League Season 6,Ooredoo Thunders,IVY,-193.167,IVY,3.3,10000,loss,0,407765
72763,2023-01-20,DPC WEU 2023 Tour 1: Division I,OG,Into the Breach,42.951,OG,1.33,10000,win,13300,411065
72767,2023-01-20,DPC WEU 2023 Tour 1: Division I,OG,Into the Breach,-96.8554,Into the Breach,3.6,10000,loss,0,401065
72768,2023-01-20,NEON LEAGUE,BENZ190E,UBER TILT,13.264,BENZ190E,1.39,5319,win,7393,403139
72771,2023-01-20,NEON LEAGUE,BENZ190E,UBER TILT,94.8202,BENZ190E,1.3,10000,win,13000,406139
72777,2023-01-20,DPC WEU 2023 Tour 1: Division I,Team Liquid,Nigma Galaxy,0.0676,Team Liquid,1.22,27,win,32,406144
72783,2023-01-20,DPC WEU 2023 Tour 1: Division I,Team Liquid,Nigma Galaxy,62.0156,Team Liquid,1.23,10000,win,12300,408444
72778,2023-01-20,EPL World AM S3,Qhali,Paradox Esports,-103.8028,Paradox Esports,2.44,10000,win,24400,422844
72785,2023-01-20,EPL World AM S3,Qhali,Paradox Esports,180.9448,Qhali,1.7,10000,win,17000,429844
72789,2023-01-20,EPL World AM S3,Qhali,Paradox Esports,-64.1192,Paradox Esports,2.25,10000,loss,0,419844
72793,2023-01-20,EPL World AM S3,Lava Esports,No Runes,-91.6986,No Runes,1.72,10000,loss,0,409844
72803,2023-01-20,EPL World AM S3,Lava Esports,No Runes,-135.3756,No Runes,1.72,10000,win,17200,417044
72805,2023-01-20,EPL World AM S3,Lava Esports,No Runes,-13.0116,No Runes,1.6,5426,win,8681,420299
72791,2023-01-20,DPC WEU 2023 Tour 1: Division I,Tundra Esports,Team Secret,123.3516,Tundra Esports,1.25,10000,win,12500,422799
72796,2023-01-20,DPC WEU 2023 Tour 1: Division I,Tundra Esports,Team Secret,149.93,Tundra Esports,1.17,10000,win,11700,424499
72798,2023-01-20,DPC NA 2023 Tour 1: Division I,Shopify Rebellion,5RATFORCESTAFF,-75.76,5RATFORCESTAFF,6.21,10000,loss,0,414499
72808,2023-01-20,DPC NA 2023 Tour 1: Division I,Shopify Rebellion,5RATFORCESTAFF,9.8154,Shopify Rebellion,1.05,4068,win,4271,414702
72888,2023-01-21,NEON LEAGUE,Team Sexy,EZ KATKA,-2.0126,EZ KATKA,3.71,834,loss,0,413868
72895,2023-01-21,NEON LEAGUE,Team Sexy,EZ KATKA,21.0074,Team Sexy,1.15,8694,loss,0,405174
72902,2023-01-21,NEON LEAGUE,Team Sexy,EZ KATKA,16.0862,Team Sexy,1.37,6517,loss,0,398657
72799,2023-01-21,DPC NA 2023 Tour 1: Division I,B8,Nouns,-102.4954,Nouns,1.15,10000,win,11500,400157
72813,2023-01-21,DPC NA 2023 Tour 1: Division I,B8,Nouns,-215.4546,Nouns,1.12,10000,win,11200,401357
72800,2023-01-21,GOLDEN AGE,Team Virgo,Dream Walker,-61.617,Dream Walker,2.02,10000,win,20200,411557
72801,2023-01-21,GOLDEN AGE,496 Gaming,Team Virgo,-87.9204,Team Virgo,1.69,10000,win,16900,418457
72820,2023-01-21,GOLDEN AGE,Neon Esports,Team Believe,30.3322,Neon Esports,1.46,10000,loss,0,408457
72826,2023-01-21,GOLDEN AGE,Neon Esports,Team Believe,52.9526,Neon Esports,1.87,10000,win,18700,417157
72824,2023-01-21,Lunar New Year 2023,SPAWN TEAM,Team Saiyan,48.7326,SPAWN TEAM,1.65,10000,win,16500,423657
72849,2023-01-21,DPC EEU 2023 Tour 1: Division I,Natus Vincere,HellRaisers,-5.3566,HellRaisers,1.51,2269,win,3426,424814
72855,2023-01-21,DPC EEU 2023 Tour 1: Division I,Natus Vincere,HellRaisers,-143.6998,HellRaisers,1.48,10000,win,14800,429614
72831,2023-01-21,Lunar New Year 2023,LBZS,Team Mystique,39.7832,LBZS,1.52,10000,win,15200,434814
72837,2023-01-21,Lunar New Year 2023,LBZS,Team Mystique,166.5408,LBZS,1.87,10000,win,18700,443514
72858,2023-01-21,European Pro League Season 6,Sigma.YNT,Team Sexy,-28.4488,Team Sexy,1.95,10000,win,19500,453014
72864,2023-01-21,European Pro League Season 6,Sigma.YNT,Team Sexy,-16.917,Team Sexy,1.77,7663,loss,0,445351
72870,2023-01-21,European Pro League Season 6,Sigma.YNT,Team Sexy,-69.6026,Team Sexy,1.87,10000,win,18700,454051
72865,2023-01-21,DPC EEU 2023 Tour 1: Division I,BetBoom Team,One Move,220.7594,BetBoom Team,1.12,10000,win,11200,455251
72871,2023-01-21,DPC EEU 2023 Tour 1: Division I,BetBoom Team,One Move,-144.1692,One Move,7.38,10000,loss,0,445251
72875,2023-01-21,NEON LEAGUE,V-Gaming,Team Sexy,37.4604,V-Gaming,3.62,10000,loss,0,435251
72880,2023-01-21,DPC EEU 2023 Tour 1: Division I,Team Spirit,Darkside,-96.0064,Darkside,2.31,10000,win,23100,448351
72885,2023-01-21,DPC EEU 2023 Tour 1: Division I,Team Spirit,Darkside,39.9302,Team Spirit,1.55,10000,win,15500,453851
72889,2023-01-21,DPC EEU 2023 Tour 1: Division I,Team Spirit,Darkside,-7.6854,Darkside,2.8,3488,loss,0,450363
72891,2023-01-21,DPC NA 2023 Tour 1: Division I,TSM,5RATFORCESTAFF,147.3022,TSM,1.17,10000,win,11700,452063
72896,2023-01-21,DPC NA 2023 Tour 1: Division I,TSM,5RATFORCESTAFF,178.0962,TSM,1.1,10000,win,11000,453063
