strategy,delta_threshold,total_bets,wins,losses,win_rate,starting_bank,final_bankroll,profit_loss,roi
16_pct5_5heroes_all,5,24613,12708,11905,51.63125177751595,1000,1.54482559781116e-39,-1000.0,-100.0
16_pct5_5heroes_all,10,22356,11607,10749,51.918947933440684,1000,4.295980962685428e-33,-1000.0,-100.0
16_pct5_5heroes_all,15,20252,10614,9638,52.40963855421686,1000,3.3747282593075955e-25,-1000.0,-100.0
16_pct5_5heroes_all,20,18172,9570,8602,52.66343825665859,1000,1.1665451589936056e-20,-1000.0,-100.0
16_pct5_5heroes_all,25,16145,8540,7605,52.895633323010216,1000,1.6628857582069504e-16,-1000.0,-100.0
16_pct5_5heroes_all,30,14277,7601,6676,53.239476080409055,1000,3.16701290496977e-12,-999.9999999999968,-99.99999999999967
16_pct5_5heroes_all,35,12515,6721,5794,53.703555733120254,1000,7.305993410409035e-08,-999.9999999269401,-99.99999999269401
16_pct5_5heroes_all,40,10902,5866,5036,53.80664098330582,1000,3.5675202498457173e-06,-999.9999964324797,-99.99999964324797
16_pct5_5heroes_all,45,9433,5092,4341,53.98070603201527,1000,0.00011570969189103666,-999.9998842903082,-99.99998842903082
16_pct5_5heroes_all,50,8115,4399,3716,54.208256315465185,1000,0.005474412671334654,-999.9945255873287,-99.99945255873287
16_pct5_5heroes_all,75,3465,1855,1610,53.535353535353536,1000,0.5830111198275593,-999.4169888801724,-99.94169888801724
16_pct5_5heroes_all,100,1292,711,581,55.030959752321984,1000,282.5289719969096,-717.4710280030904,-71.74710280030904
16_pct5_5heroes_all,150,135,78,57,57.77777777777777,1000,1203.859243192622,203.859243192622,20.385924319262198
16_pct5_5heroes_all,200,11,4,7,36.36363636363637,1000,751.0687184693231,-248.93128153067687,-24.893128153067686
16_pct5_5heroes_all,300,0,0,0,0.0,1000,1000.0,0.0,0.0
16_pct5_5heroes_all,400,0,0,0,0.0,1000,1000.0,0.0,0.0
