month,date,match_id,championship,team1,team2,delta,favored,odds,stake,outcome,payout,bank_before,bank_after
2025-08,2025-08-01,172132,Clavision Masters 2025: Snow-Ruyi,Nigma Galaxy,Tundra Esports,-32.7340,Tundra Esports,1.72,32,loss,0,1000,968
2025-08,2025-08-01,172224,Clavision Masters 2025: Snow-Ruyi,Nigma Galaxy,Tundra Esports,-77.3828,Tundra Esports,1.72,74,win,127,968,1021
2025-08,2025-08-01,172232,Clavision Masters 2025: Snow-Ruyi,Nigma Galaxy,Tundra Esports,-65.3970,Tundra Esports,1.66,66,win,109,1021,1064
2025-08,2025-08-01,172136,Clavision Masters 2025: Snow-Ruyi,Team Tidebound,Gaimin Gladiators,-157.2252,Gaimin Gladiators,1.82,167,loss,0,1064,897
2025-08,2025-08-01,172250,Clavision Masters 2025: Snow-Ruyi,Team Tidebound,Gaimin Gladiators,-162.4020,Gaimin Gladiators,1.97,145,loss,0,897,752
2025-08,2025-08-01,172134,Clavision Masters 2025: Snow-Ruyi,PARIVISION,Xtreme Gaming,164.5966,PARIVISION,1.44,123,loss,0,752,629
2025-08,2025-08-01,172133,Clavision Masters 2025: Snow-Ruyi,BetBoom Team,BOOM Esports,-64.3700,BOOM Esports,3.78,40,loss,0,629,589
2025-08,2025-08-01,172195,Clavision Masters 2025: Snow-Ruyi,BetBoom Team,BOOM Esports,-101.1924,BOOM Esports,3.89,59,win,229,589,759
2025-08,2025-08-01,172206,Clavision Masters 2025: Snow-Ruyi,BetBoom Team,BOOM Esports,-217.3390,BOOM Esports,3.17,164,loss,0,759,595
2025-08,2025-08-01,172220,CCT Season 2 Series 3,Passion UA,1win Team,21.8912,Passion UA,2.53,13,win,32,595,614
2025-08,2025-08-01,172223,CCT Season 2 Series 3,Passion UA,1win Team,-24.8200,1win Team,1.58,15,win,23,614,622
2025-08,2025-08-01,172233,CCT Season 2 Series 3,Passion UA,1win Team,-48.4720,1win Team,1.43,30,win,42,622,634
2025-08,2025-08-01,172249,CCT Season 2 Series 3,Passion UA,1win Team,-108.4586,1win Team,1.51,68,win,102,634,668
2025-08,2025-08-01,172246,European Pro League 28,Zero Tenacity,Yellow Submarine,95.5720,Zero Tenacity,1.92,63,win,120,668,725
2025-08,2025-08-01,172259,European Pro League 28,Zero Tenacity,Yellow Submarine,190.8108,Zero Tenacity,1.85,138,win,255,725,842
2025-08,2025-08-02,172344,CIS Battle 2,Zero Tenacity,Yellow Submarine,26.3364,Zero Tenacity,1.7,22,loss,0,842,820
2025-08,2025-08-02,172356,CIS Battle 2,Yellow Submarine,Level Up,-41.9512,Level Up,2.5,34,win,85,820,871
2025-08,2025-08-02,172359,CIS Battle 2,Yellow Submarine,Level Up,67.8688,Yellow Submarine,1.53,59,win,90,871,902
2025-08,2025-08-02,172248,Clavision Masters 2025: Snow-Ruyi,Nigma Galaxy,Xtreme Gaming,-44.6786,Xtreme Gaming,1.88,40,win,75,902,937
2025-08,2025-08-02,172304,Clavision Masters 2025: Snow-Ruyi,Nigma Galaxy,Xtreme Gaming,-123.9694,Xtreme Gaming,1.78,116,win,206,937,1027
2025-08,2025-08-02,172256,Clavision Masters 2025: Snow-Ruyi,BetBoom Team,Gaimin Gladiators,117.3646,BetBoom Team,1.55,120,win,186,1027,1093
2025-08,2025-08-02,172311,Clavision Masters 2025: Snow-Ruyi,BetBoom Team,Gaimin Gladiators,-41.3452,Gaimin Gladiators,2.15,45,loss,0,1093,1048
2025-08,2025-08-02,172257,Clavision Masters 2025: Snow-Ruyi,Tundra Esports,Team Tidebound,-130.3900,Team Tidebound,1.8,136,loss,0,1048,912
2025-08,2025-08-02,172324,Clavision Masters 2025: Snow-Ruyi,Tundra Esports,Team Tidebound,-35.9690,Team Tidebound,1.88,32,loss,0,912,880
2025-08,2025-08-02,172320,Clavision Masters 2025: Snow-Ruyi,Xtreme Gaming,BetBoom Team,143.2100,Xtreme Gaming,2.05,126,loss,0,880,754
2025-08,2025-08-02,172333,Clavision Masters 2025: Snow-Ruyi,Xtreme Gaming,BetBoom Team,-129.8756,BetBoom Team,1.55,97,loss,0,754,657
2025-08,2025-08-02,172338,Clavision Masters 2025: Snow-Ruyi,Xtreme Gaming,BetBoom Team,34.3150,Xtreme Gaming,2.2,22,win,48,657,683
2025-08,2025-08-03,172422,CIS Battle 2,Nemiga Gaming,Zero Tenacity,68.7186,Nemiga Gaming,2.2,46,win,101,683,738
2025-08,2025-08-03,172427,CIS Battle 2,Nemiga Gaming,Zero Tenacity,97.2796,Nemiga Gaming,2.15,71,loss,0,738,667
2025-08,2025-08-03,172431,CIS Battle 2,Zero Tenacity,Level Up,34.0816,Zero Tenacity,1.72,22,win,37,667,682
2025-08,2025-08-03,172437,CIS Battle 2,Zero Tenacity,Level Up,148.0838,Zero Tenacity,1.62,100,win,162,682,744
2025-08,2025-08-03,172391,Clavision Masters 2025: Snow-Ruyi,Team Tidebound,Xtreme Gaming,132.6978,Team Tidebound,1.88,98,win,184,744,830
2025-08,2025-08-03,172397,Clavision Masters 2025: Snow-Ruyi,Team Tidebound,Xtreme Gaming,130.4732,Team Tidebound,1.81,108,win,195,830,917
2025-08,2025-08-03,172401,Clavision Masters 2025: Snow-Ruyi,Team Tidebound,Tundra Esports,-121.5620,Tundra Esports,1.6,111,win,177,917,983
2025-08,2025-08-03,172408,Clavision Masters 2025: Snow-Ruyi,Team Tidebound,Tundra Esports,-30.3524,Tundra Esports,1.65,29,loss,0,983,954
2025-08,2025-08-03,172416,Clavision Masters 2025: Snow-Ruyi,Team Tidebound,Tundra Esports,-85.7374,Tundra Esports,1.7,81,loss,0,954,873
2025-08,2025-08-03,172417,Clavision Masters 2025: Snow-Ruyi,Team Tidebound,Tundra Esports,42.9994,Team Tidebound,2.08,37,loss,0,873,836
2025-08,2025-08-04,172439,EPL World Series: Southeast Asia S7,Yangon Galacticos,Kopite,66.4496,Yangon Galacticos,1.55,55,win,85,836,866
2025-08,2025-08-04,172478,EPL World Series: Southeast Asia S7,Yangon Galacticos,Kopite,40.1100,Yangon Galacticos,1.55,34,win,52,866,884
2025-08,2025-08-04,172490,EPL World Series: Southeast Asia S7,REKONIX,Ivory,85.9544,REKONIX,1.38,75,win,103,884,912
2025-08,2025-08-04,172498,EPL World Series: Southeast Asia S7,REKONIX,Ivory,-40.8222,Ivory,2.86,37,loss,0,912,875
2025-08,2025-08-04,172504,CIS Battle 2,Zero Tenacity,eSpoiled,56.8776,Zero Tenacity,1.58,49,loss,0,875,826
2025-08,2025-08-04,172512,CIS Battle 2,Zero Tenacity,eSpoiled,35.0468,Zero Tenacity,1.6,28,win,44,826,842
2025-08,2025-08-04,172517,CIS Battle 2,Zero Tenacity,eSpoiled,29.4314,Zero Tenacity,1.52,24,win,36,842,854
2025-08,2025-08-04,172511,CIS Battle 2,Runa Team,Yellow Submarine,-115.1664,Yellow Submarine,1.96,98,win,192,854,948
2025-08,2025-08-04,172529,CIS Battle 2,Runa Team,Yellow Submarine,-227.0510,Yellow Submarine,1.8,215,win,387,948,1120
2025-08,2025-08-04,172535,CIS Battle 2,4Pirates,Kalmychata,-165.2584,Kalmychata,2.8,185,loss,0,1120,935
2025-08,2025-08-04,172543,CIS Battle 2,4Pirates,Kalmychata,-28.4840,Kalmychata,2.58,26,loss,0,935,909
2025-08,2025-08-05,172549,EPL World Series: Southeast Asia S7,Ivory,Carstensz Esports,110.8134,Ivory,1.3,100,loss,0,909,809
2025-08,2025-08-05,172591,EPL World Series: Southeast Asia S7,Ivory,Carstensz Esports,40.1814,Ivory,1.44,32,win,46,809,823
2025-08,2025-08-05,172550,EPL World Series: Southeast Asia S7,Kopite,InterActive Philippines,-150.4408,InterActive Philippines,3,123,win,369,823,1069
